cpd_id,is_Rgroup,gnn,dgp_original,dgp_retrained,eq_structurebased,eq_detail
cpd04657,False,1,0,1,0,notfound
cpd04658,False,1,0,1,1,covered
cpd04659,False,1,0,1,0,found_notEst
cpd04660,False,1,0,1,1,covered
cpd04661,False,1,1,1,1,covered
cpd04662,False,1,0,1,0,found_notEst
cpd04663,False,1,0,1,1,covered
cpd04664,False,1,0,1,1,covered
cpd04665,False,1,1,1,0,found_notEst
cpd04666,False,1,0,1,1,covered
cpd04667,False,1,0,1,0,found_notEst
cpd04668,False,1,1,1,0,found_notEst
cpd04669,False,1,1,1,0,found_notEst
cpd04670,False,1,0,1,1,covered
cpd04671,False,1,1,1,1,covered
cpd04672,False,1,0,1,0,found_notEst
cpd04673,False,1,0,1,0,found_notEst
cpd04674,False,1,0,1,0,found_notEst
cpd04675,False,1,0,1,0,found_notEst
cpd04676,False,1,0,1,1,covered
cpd04677,False,1,0,1,0,found_notEst
cpd04678,False,1,0,1,1,covered
cpd04679,False,1,0,1,0,found_notEst
cpd04680,False,1,1,1,0,found_notEst
cpd04681,False,1,0,1,0,found_notEst
cpd04682,False,1,1,1,0,found_notEst
cpd04683,False,1,0,1,1,covered
cpd04684,False,1,0,1,1,covered
cpd04685,False,1,1,1,0,found_notEst
cpd04686,False,1,1,1,0,found_notEst
cpd04687,False,1,1,1,0,found_notEst
cpd04688,False,1,1,1,0,found_notEst
cpd04689,False,1,1,1,0,found_notEst
cpd04690,False,1,1,1,0,found_notEst
cpd04691,False,1,0,1,0,found_notEst
cpd04692,False,1,0,1,1,covered
cpd04693,False,1,0,1,1,covered
cpd04694,False,1,0,1,0,found_notEst
cpd04695,False,1,0,1,1,covered
cpd04696,False,1,0,1,0,found_notEst
cpd04697,False,1,0,1,1,covered
cpd04698,False,1,0,1,1,covered
cpd04699,False,1,0,1,1,covered
cpd04700,False,1,0,1,0,found_notEst
cpd04701,False,1,0,1,1,covered
cpd04702,False,1,0,1,1,covered
cpd04703,False,1,0,1,1,covered
cpd04704,False,1,0,1,0,notfound
cpd04705,False,1,1,1,0,found_notEst
cpd04706,False,1,0,1,1,covered
cpd04707,False,1,0,1,0,found_notEst
cpd04708,False,1,0,1,0,found_notEst
cpd04709,False,1,0,1,0,found_notEst
cpd04710,False,1,0,1,0,found_notEst
cpd04711,False,1,0,1,0,found_notEst
cpd04712,False,1,0,0,0,found_notEst
cpd04713,False,1,0,1,0,found_notEst
cpd04714,False,1,0,1,0,found_notEst
cpd04715,False,1,0,1,0,found_notEst
cpd04716,False,1,1,1,0,found_notEst
cpd04717,False,1,0,0,0,found_notEst
cpd04718,False,1,0,1,0,found_notEst
cpd04719,False,1,0,1,0,found_notEst
cpd04720,False,1,0,1,0,found_notEst
cpd04721,False,1,0,1,0,found_notEst
cpd04722,False,1,0,1,0,found_notEst
cpd04723,False,1,0,1,0,found_notEst
cpd04724,False,1,0,1,0,found_notEst
cpd04725,False,1,0,1,0,found_notEst
cpd04726,False,1,0,1,0,found_notEst
cpd04727,False,1,0,1,1,covered
cpd04728,False,1,0,1,0,found_notEst
cpd04729,False,1,0,1,1,covered
cpd04730,False,1,0,1,1,covered
cpd04731,False,1,1,1,1,covered
cpd04732,False,1,0,1,0,found_notEst
cpd04734,False,1,0,1,1,covered
cpd04735,False,1,0,1,1,covered
cpd04736,False,1,0,1,0,found_notEst
cpd04737,False,1,0,1,0,notfound
cpd04738,False,1,1,1,1,covered
cpd04739,False,1,0,1,0,found_notEst
cpd04740,False,1,0,1,0,found_notEst
cpd04741,False,1,0,1,0,found_notEst
cpd04742,False,1,0,0,0,notfound
cpd04743,False,1,0,1,1,covered
cpd04744,False,1,0,1,0,found_notEst
cpd04745,False,1,0,1,1,covered
cpd04746,False,1,0,1,1,covered
cpd04747,False,1,0,1,1,covered
cpd04748,False,1,1,1,1,covered
cpd04749,False,1,0,1,0,found_notEst
cpd04750,False,1,0,1,0,found_notEst
cpd04751,False,1,0,1,1,covered
cpd04752,False,1,0,1,1,covered
cpd04753,False,1,0,1,1,covered
cpd04754,False,1,0,1,0,found_notEst
cpd04755,False,1,0,1,0,found_notEst
cpd04756,False,1,0,1,1,covered
cpd04757,False,1,0,1,1,covered
cpd04758,False,1,0,1,0,found_notEst
cpd04759,False,1,0,1,1,covered
cpd04760,False,1,0,0,0,found_notEst
cpd04761,False,1,0,1,0,notfound
cpd04762,False,1,0,1,1,covered
cpd04763,False,1,0,0,0,found_notEst
cpd04764,False,1,1,1,0,found_notEst
cpd04765,False,1,0,1,0,found_notEst
cpd04766,False,1,0,1,0,found_notEst
cpd04767,False,1,0,1,0,found_notEst
cpd04768,False,1,0,1,0,found_notEst
cpd04769,False,1,0,1,0,found_notEst
cpd04770,False,1,0,1,0,notfound
cpd04771,False,1,0,1,0,found_notEst
cpd04772,False,1,0,0,0,found_notEst
cpd04773,False,1,1,1,0,found_notEst
cpd04774,False,1,0,1,1,covered
cpd04775,False,1,0,0,0,notfound
cpd04776,False,1,0,1,0,found_notEst
cpd04777,False,1,0,1,0,found_notEst
cpd04778,False,1,0,1,0,found_notEst
cpd04779,False,1,0,1,1,covered
cpd04780,False,1,0,1,1,covered
cpd04781,False,1,0,1,0,notfound
cpd04782,False,1,0,1,0,notfound
cpd04783,False,1,0,1,1,covered
cpd04784,False,1,0,1,1,covered
cpd04785,False,1,0,1,0,found_notEst
cpd04786,False,1,0,0,0,found_notEst
cpd04787,False,1,0,1,0,found_notEst
cpd04788,False,1,0,1,0,found_notEst
cpd04789,False,1,0,1,1,covered
cpd04790,False,1,0,1,0,notfound
cpd04791,False,1,0,1,0,notfound
cpd04792,False,1,0,1,0,found_notEst
cpd04793,False,1,0,1,0,found_notEst
cpd04794,False,1,0,1,0,found_notEst
cpd04795,False,1,0,1,0,found_notEst
cpd04796,False,1,0,1,0,found_notEst
cpd04797,False,1,0,1,0,found_notEst
cpd04798,False,1,0,0,1,covered
cpd04799,False,1,0,1,0,found_notEst
cpd04801,False,1,0,1,0,found_notEst
cpd04802,False,1,0,1,0,found_notEst
cpd04803,False,1,0,1,0,found_notEst
cpd04804,False,1,0,1,0,found_notEst
cpd04805,False,1,0,1,0,found_notEst
cpd04806,False,1,1,1,0,found_notEst
cpd04807,False,1,1,1,0,found_notEst
cpd04808,False,1,1,1,0,found_notEst
cpd04809,False,1,0,1,0,found_notEst
cpd04810,False,1,0,0,0,notfound
cpd04811,False,1,0,1,0,found_notEst
cpd04812,False,1,1,1,1,covered
cpd04813,False,1,0,1,0,notfound
cpd04814,False,1,0,1,0,found_notEst
cpd04816,False,1,0,1,1,covered
cpd04817,False,1,0,1,1,covered
cpd04818,False,1,0,1,0,notfound
cpd04819,False,1,0,1,0,found_notEst
cpd04820,False,1,0,1,0,found_notEst
cpd04821,False,1,0,1,0,found_notEst
cpd04822,False,1,0,1,1,covered
cpd04823,False,1,0,1,1,covered
cpd04824,False,1,0,1,0,found_notEst
cpd04825,False,1,0,1,0,found_notEst
cpd04826,False,1,0,1,0,found_notEst
cpd04827,False,1,0,1,0,found_notEst
cpd04828,False,1,0,1,1,covered
cpd04829,False,1,0,1,0,found_notEst
cpd04830,False,1,0,1,0,found_notEst
cpd04831,False,1,0,1,1,covered
cpd04832,False,1,0,1,0,found_notEst
cpd04833,False,1,1,1,0,found_notEst
cpd04834,False,1,0,1,0,found_notEst
cpd04835,False,1,1,1,0,found_notEst
cpd04836,False,1,0,1,0,found_notEst
cpd04837,False,1,0,1,1,covered
cpd04838,False,1,0,1,1,covered
cpd04839,False,1,0,1,0,notfound
cpd04840,False,1,0,1,0,found_notEst
cpd04841,False,1,0,1,1,covered
cpd04842,False,1,0,1,0,found_notEst
cpd04843,False,1,0,1,0,found_notEst
cpd04844,False,1,0,1,1,covered
cpd04845,False,1,0,1,0,found_notEst
cpd04846,False,1,0,1,1,covered
cpd04847,False,1,0,1,0,found_notEst
cpd04848,False,1,0,1,0,found_notEst
cpd04849,False,1,0,1,0,found_notEst
cpd04850,False,1,0,1,0,found_notEst
cpd04851,False,1,0,1,1,covered
cpd04852,False,1,0,1,1,covered
cpd04853,False,1,0,1,0,notfound
cpd04854,False,1,0,1,0,notfound
cpd04855,False,1,0,1,1,covered
cpd04856,False,1,0,1,0,found_notEst
cpd04857,False,1,0,1,0,found_notEst
cpd04858,False,1,0,1,1,covered
cpd04859,False,1,0,1,1,covered
cpd04860,False,1,0,1,0,notfound
cpd04861,False,1,0,1,0,notfound
cpd04862,False,1,0,1,1,covered
cpd04863,False,1,0,1,1,covered
cpd04864,False,1,1,1,0,found_notEst
cpd04865,False,1,0,1,0,notfound
cpd04866,False,1,1,1,1,covered
cpd04867,False,1,0,1,1,covered
cpd04868,False,1,0,1,0,notfound
cpd04869,False,1,0,0,0,found_notEst
cpd04870,False,1,0,1,0,found_notEst
cpd04871,False,1,0,1,0,found_notEst
cpd04873,False,1,0,1,0,found_notEst
cpd04874,False,1,0,1,0,found_notEst
cpd04875,False,1,0,0,0,found_notEst
cpd04876,False,1,0,1,0,found_notEst
cpd04877,False,1,1,1,0,found_notEst
cpd04878,False,1,0,1,0,found_notEst
cpd04879,False,1,0,1,0,found_notEst
cpd04880,False,1,0,1,0,notfound
cpd04881,False,1,0,1,0,found_notEst
cpd04882,False,1,0,1,0,found_notEst
cpd04883,False,1,0,1,0,found_notEst
cpd04884,False,1,0,0,0,notfound
cpd04885,False,1,0,1,0,found_notEst
cpd04886,False,1,0,1,0,found_notEst
cpd04887,False,1,0,1,0,found_notEst
cpd04888,False,1,0,1,0,found_notEst
cpd04889,False,1,0,1,0,found_notEst
cpd04890,False,1,0,1,0,found_notEst
cpd04891,False,1,0,1,0,found_notEst
cpd04892,False,1,0,1,1,covered
cpd04893,False,1,0,1,1,covered
cpd04894,False,1,0,1,1,covered
cpd04895,False,1,0,1,0,found_notEst
cpd04896,False,1,0,1,0,found_notEst
cpd04897,False,1,0,1,0,found_notEst
cpd04898,False,1,0,1,0,found_notEst
cpd04899,False,1,0,1,0,found_notEst
cpd04900,False,1,0,1,1,covered
cpd04901,False,1,0,1,1,covered
cpd04902,False,1,0,1,0,found_notEst
cpd04903,False,1,0,1,0,found_notEst
cpd04904,False,1,0,1,0,found_notEst
cpd04905,False,1,0,1,0,found_notEst
cpd04906,False,1,0,1,0,found_notEst
cpd04907,False,1,0,1,0,found_notEst
cpd04908,False,1,0,1,0,found_notEst
cpd04909,False,1,0,1,0,found_notEst
cpd04910,False,1,0,1,1,covered
cpd04911,False,1,0,1,0,found_notEst
cpd04912,False,1,0,1,1,covered
cpd04913,False,1,0,1,1,covered
cpd04914,False,1,0,1,1,covered
cpd04915,False,1,0,1,0,notfound
cpd04916,False,1,0,0,0,notfound
cpd04917,False,1,1,1,1,covered
cpd04918,False,1,0,1,1,covered
cpd04919,False,1,0,1,0,found_notEst
cpd04920,False,1,0,1,1,covered
cpd04921,False,1,0,1,1,covered
cpd04922,False,1,0,1,1,covered
cpd04923,False,1,0,1,1,covered
cpd04924,False,1,0,1,0,notfound
cpd04925,False,1,0,1,0,found_notEst
cpd04926,False,1,0,1,0,found_notEst
cpd04927,False,1,0,1,1,covered
cpd04928,False,1,0,1,1,covered
cpd04929,False,1,0,1,0,found_notEst
cpd04931,False,1,0,1,0,found_notEst
cpd04932,False,1,0,1,0,found_notEst
cpd04933,False,1,0,1,0,found_notEst
cpd04934,False,1,0,1,0,notfound
cpd04935,False,1,0,1,0,found_notEst
cpd04936,False,1,0,1,0,found_notEst
cpd04937,False,1,0,1,1,covered
cpd04938,False,1,0,1,0,notfound
cpd04939,False,1,0,1,0,notfound
cpd04940,False,1,1,1,0,found_notEst
cpd04941,False,1,0,1,1,covered
cpd04942,False,1,1,1,0,found_notEst
cpd04943,False,1,0,1,0,found_notEst
cpd04944,False,1,0,1,0,found_notEst
cpd04945,False,1,0,1,0,found_notEst
cpd04946,False,1,0,1,1,covered
cpd04947,False,1,0,1,1,covered
cpd04948,False,1,0,1,0,found_notEst
cpd04949,False,1,0,1,1,covered
cpd04950,False,1,0,1,0,found_notEst
cpd04951,False,1,0,1,1,covered
cpd04952,False,1,0,1,1,covered
cpd04953,False,1,0,1,1,covered
cpd04954,False,1,0,1,0,found_notEst
cpd04955,False,1,0,1,1,covered
cpd04956,False,1,0,1,0,found_notEst
cpd04957,False,1,0,1,1,covered
cpd04958,False,1,0,1,0,found_notEst
cpd04959,False,1,0,1,1,covered
cpd04960,False,1,0,0,0,found_notEst
cpd04961,False,1,0,1,1,covered
cpd04962,False,1,0,1,1,covered
cpd04963,False,1,0,1,1,covered
cpd04964,False,1,0,1,1,covered
cpd04965,False,1,0,1,1,covered
cpd04966,False,1,0,1,1,covered
cpd04967,False,1,0,1,0,found_notEst
cpd04968,False,1,0,1,1,covered
cpd04969,False,1,1,1,0,found_notEst
cpd04970,False,1,0,1,1,covered
cpd04971,False,1,0,1,0,found_notEst
cpd04972,False,1,0,1,0,found_notEst
cpd04973,False,1,0,0,0,found_notEst
cpd04974,False,1,0,1,0,found_notEst
cpd04975,False,1,0,1,0,found_notEst
cpd04976,False,1,0,1,0,found_notEst
cpd04977,False,1,0,1,0,found_notEst
cpd04978,False,1,0,1,0,found_notEst
cpd04979,False,1,0,1,0,notfound
cpd04980,False,1,0,1,0,found_notEst
cpd04981,False,1,0,1,0,found_notEst
cpd04982,False,1,0,0,0,found_notEst
cpd04983,False,1,0,1,0,found_notEst
cpd04984,False,1,0,1,0,notfound
cpd04985,False,1,0,1,0,found_notEst
cpd04986,False,1,0,1,0,found_notEst
cpd04987,False,1,0,0,1,covered
cpd04988,False,1,0,1,1,covered
cpd04989,False,1,0,1,1,covered
cpd04990,False,1,0,0,0,notfound
cpd04991,False,1,1,1,0,found_notEst
cpd04992,False,1,1,1,1,covered
cpd04993,False,1,0,1,0,found_notEst
cpd04994,False,1,0,1,0,found_notEst
cpd04995,False,1,0,1,1,covered
cpd04996,False,1,0,0,0,found_notEst
cpd04997,False,1,0,1,0,found_notEst
cpd04998,False,1,0,0,0,found_notEst
cpd04999,False,1,0,1,0,found_notEst
cpd05000,False,1,0,0,0,found_notEst
cpd05001,False,1,0,1,0,found_notEst
cpd05003,False,1,0,1,0,found_notEst
cpd05004,False,1,0,1,0,found_notEst
cpd05005,False,1,0,1,0,found_notEst
cpd05006,False,1,0,1,0,found_notEst
cpd05008,False,1,0,1,0,found_notEst
cpd05009,False,1,0,1,0,found_notEst
cpd05010,False,1,0,1,1,covered
cpd05011,False,1,0,1,0,found_notEst
cpd05012,False,1,0,1,0,found_notEst
cpd05013,False,1,0,1,0,found_notEst
cpd05014,False,1,0,1,0,found_notEst
cpd05015,False,1,0,0,0,notfound
cpd05017,False,1,0,1,0,found_notEst
cpd05018,False,1,0,1,0,found_notEst
cpd05019,False,1,0,0,0,found_notEst
cpd05020,False,1,0,0,0,found_notEst
cpd05022,False,1,0,1,1,covered
cpd05023,False,1,1,1,0,found_notEst
cpd05024,False,1,0,0,0,found_notEst
cpd05026,False,1,0,1,1,covered
cpd05029,False,1,0,1,0,found_notEst
cpd05030,False,1,0,1,0,found_notEst
cpd05031,False,1,0,1,0,found_notEst
cpd05032,False,1,0,1,1,covered
cpd05033,False,1,0,1,0,found_notEst
cpd05034,False,1,0,1,1,covered
cpd05036,False,1,0,1,0,found_notEst
cpd05038,False,1,0,0,0,found_notEst
cpd05039,False,1,1,1,1,covered
cpd05040,False,1,0,1,1,covered
cpd05041,False,1,0,1,0,notfound
cpd05042,False,1,0,1,1,covered
cpd05043,False,1,0,1,0,found_notEst
cpd05044,False,1,0,1,1,covered
cpd05045,False,1,0,1,0,notfound
cpd05046,False,1,0,1,0,found_notEst
cpd05047,False,1,0,1,1,covered
cpd05048,False,1,0,1,0,notfound
cpd05049,False,1,0,1,0,notfound
cpd05050,False,1,0,1,0,found_notEst
cpd05051,False,1,0,1,0,found_notEst
cpd05052,False,1,0,0,0,found_notEst
cpd05053,False,1,0,0,0,found_notEst
cpd05054,False,1,0,0,0,notfound
cpd05055,False,1,0,1,1,covered
cpd05056,False,1,0,0,0,notfound
cpd05057,False,1,0,1,0,found_notEst
cpd05058,False,1,0,1,0,found_notEst
cpd05060,False,1,0,1,0,found_notEst
cpd05061,False,1,0,1,0,found_notEst
cpd05062,False,1,0,1,0,notfound
cpd05063,False,1,0,1,1,covered
cpd05064,False,1,0,0,1,covered
cpd05065,False,1,0,0,0,found_notEst
cpd05066,False,1,0,1,1,covered
cpd05067,False,1,0,1,1,covered
cpd05068,False,1,0,1,0,found_notEst
cpd05069,False,1,0,1,1,covered
cpd05071,False,1,0,1,0,found_notEst
cpd05072,False,1,0,1,0,found_notEst
cpd05073,False,1,0,1,0,found_notEst
cpd05074,False,1,0,1,0,notfound
cpd05075,False,1,0,1,0,notfound
cpd05076,False,1,0,1,0,found_notEst
cpd05077,False,1,0,1,0,found_notEst
cpd05078,False,1,0,0,0,found_notEst
cpd05079,False,1,0,0,0,found_notEst
cpd05081,False,1,0,0,0,found_notEst
cpd05082,False,1,0,0,0,found_notEst
cpd05083,False,1,0,1,0,found_notEst
cpd05084,False,1,0,0,0,found_notEst
cpd05085,False,1,0,0,0,found_notEst
cpd05086,False,1,0,0,0,found_notEst
cpd05088,False,1,0,0,0,found_notEst
cpd05089,False,1,0,0,0,found_notEst
cpd05092,False,1,0,1,0,found_notEst
cpd05093,False,1,0,1,0,found_notEst
cpd05094,False,1,0,1,0,found_notEst
cpd05095,False,1,0,1,0,found_notEst
cpd05096,False,1,0,0,0,found_notEst
cpd05097,False,1,1,1,0,found_notEst
cpd05098,False,1,1,1,0,found_notEst
cpd05102,False,1,1,1,0,found_notEst
cpd05104,False,1,0,1,1,covered
cpd05105,False,1,1,1,0,found_notEst
cpd05106,False,1,0,0,0,found_notEst
cpd05107,False,1,0,1,0,found_notEst
cpd05108,False,1,0,1,0,found_notEst
cpd05109,False,1,0,1,0,notfound
cpd05110,False,1,0,1,0,found_notEst
cpd05111,False,1,0,1,0,found_notEst
cpd05112,False,1,0,1,0,notfound
cpd05114,False,1,0,1,0,found_notEst
cpd05115,False,1,0,1,0,found_notEst
cpd05116,False,1,0,1,0,found_notEst
cpd05117,False,1,0,1,0,found_notEst
cpd05118,False,1,0,1,0,found_notEst
cpd05119,False,1,0,1,0,notfound
cpd05120,False,1,0,1,0,notfound
cpd05121,False,1,0,1,0,found_notEst
cpd05122,False,1,0,1,0,notfound
cpd05123,False,1,0,1,0,found_notEst
cpd05124,False,1,0,1,0,found_notEst
cpd05125,False,1,0,1,0,found_notEst
cpd05126,False,1,0,1,0,found_notEst
cpd05127,False,1,0,1,0,found_notEst
cpd05128,False,1,0,1,0,found_notEst
cpd05129,False,1,0,1,0,found_notEst
cpd05130,False,1,0,1,0,found_notEst
cpd05131,False,1,0,1,0,found_notEst
cpd05132,False,1,0,1,0,found_notEst
cpd05133,False,1,0,1,0,found_notEst
cpd05134,False,1,0,1,0,found_notEst
cpd05135,False,1,0,1,0,found_notEst
cpd05136,False,1,0,1,0,found_notEst
cpd05137,False,1,0,1,0,found_notEst
cpd05138,False,1,0,1,0,found_notEst
cpd05139,False,1,0,1,0,found_notEst
cpd05140,False,1,0,1,1,covered
cpd05141,False,1,0,1,0,found_notEst
cpd05142,False,1,0,1,0,found_notEst
cpd05143,False,1,1,1,0,found_notEst
cpd05144,False,1,0,0,0,found_notEst
cpd05145,False,1,0,1,1,covered
cpd05146,False,1,0,1,1,covered
cpd05147,False,1,1,1,0,found_notEst
cpd05148,False,1,0,1,1,covered
cpd05151,False,1,0,0,0,found_notEst
cpd05152,False,1,0,1,1,covered
cpd05153,False,1,0,1,1,covered
cpd05154,False,1,0,1,1,covered
cpd05155,False,1,0,1,1,covered
cpd05156,False,1,0,1,1,covered
cpd05157,False,1,0,1,1,covered
cpd05158,False,1,0,1,1,covered
cpd05159,False,1,0,1,1,covered
cpd05161,False,1,0,1,1,covered
cpd05162,False,1,0,1,1,covered
cpd05163,False,1,0,1,1,covered
cpd05164,False,1,0,1,1,covered
cpd05165,False,1,0,1,1,covered
cpd05166,False,1,0,1,1,covered
cpd05167,False,1,0,1,1,covered
cpd05168,False,1,0,1,1,covered
cpd05169,False,1,0,1,1,covered
cpd05170,False,1,0,1,1,covered
cpd05171,False,1,0,1,1,covered
cpd05172,False,1,1,1,1,covered
cpd05173,False,1,0,1,1,covered
cpd05174,False,1,0,1,1,covered
cpd05175,False,1,0,1,1,covered
cpd05176,False,1,1,1,1,covered
cpd05177,False,1,1,1,1,covered
cpd05178,False,1,1,1,1,covered
cpd05179,False,1,1,1,0,found_notEst
cpd05180,False,1,1,1,1,covered
cpd05181,False,1,1,1,0,found_notEst
cpd05182,False,1,0,0,1,covered
cpd05183,False,1,0,1,1,covered
cpd05184,False,1,0,1,1,covered
cpd05185,False,1,0,1,0,found_notEst
cpd05186,False,1,1,1,0,found_notEst
cpd05187,False,1,0,1,1,covered
cpd05188,False,1,0,1,0,found_notEst
cpd05189,False,1,0,1,1,covered
cpd05190,False,1,1,1,1,covered
cpd05191,False,1,1,1,1,covered
cpd05192,False,1,1,1,1,covered
cpd05193,False,1,1,1,1,covered
cpd05194,False,1,1,1,1,covered
cpd05195,False,1,0,1,1,covered
cpd05196,False,1,1,1,1,covered
cpd05197,False,1,0,1,1,covered
cpd05198,False,1,0,1,0,found_notEst
cpd05199,False,1,1,1,1,covered
cpd05200,False,1,1,1,1,covered
cpd05201,False,1,1,1,1,covered
cpd05202,False,1,0,1,1,covered
cpd05203,False,1,1,1,0,found_notEst
cpd05204,False,1,0,1,1,covered
cpd05205,False,1,0,1,0,found_notEst
cpd05206,False,1,1,1,1,covered
cpd05207,False,1,0,1,1,covered
cpd05209,False,1,1,1,1,covered
cpd05210,False,1,0,1,0,found_notEst
cpd05211,False,1,0,1,0,found_notEst
cpd05213,False,1,0,1,1,covered
cpd05214,False,1,0,1,0,found_notEst
cpd05215,False,1,0,1,1,covered
cpd05216,False,1,0,1,1,covered
cpd05217,False,1,0,1,0,found_notEst
cpd05218,False,1,1,1,1,covered
cpd05219,False,1,0,1,0,found_notEst
cpd05220,False,1,0,0,0,found_notEst
cpd05221,False,1,1,1,1,covered
cpd05222,False,1,0,1,1,covered
cpd05223,False,1,0,1,1,covered
cpd05224,False,1,0,1,0,found_notEst
cpd05225,False,1,0,1,1,covered
cpd05226,False,1,0,1,0,found_notEst
cpd05227,False,1,0,1,0,found_notEst
cpd05228,False,1,0,1,1,covered
cpd05229,False,1,1,1,1,covered
cpd05230,False,1,1,1,1,covered
cpd05231,False,1,1,1,1,covered
cpd05232,False,1,1,1,1,covered
cpd05233,False,1,1,1,1,covered
cpd05234,False,1,1,1,1,covered
cpd05235,False,1,1,1,1,covered
cpd05236,False,1,0,1,1,covered
cpd05237,False,1,1,1,1,covered
cpd05238,False,1,1,1,1,covered
cpd05239,False,1,0,1,0,notfound
cpd05241,False,1,0,1,0,notfound
cpd05242,False,1,0,1,0,notfound
cpd05243,False,1,0,1,0,notfound
cpd05244,False,1,0,1,0,notfound
cpd05245,False,1,0,1,0,notfound
cpd05246,False,1,0,1,0,notfound
cpd05247,False,1,0,1,0,notfound
cpd05248,False,1,0,1,0,notfound
cpd05249,False,1,0,1,0,notfound
cpd05250,False,1,0,1,0,notfound
cpd05251,False,1,0,1,0,notfound
cpd05252,False,1,0,1,0,notfound
cpd05253,False,1,0,1,0,notfound
cpd05254,False,1,0,1,0,notfound
cpd05255,False,1,0,0,0,notfound
cpd05256,False,1,0,1,0,notfound
cpd05257,False,1,0,1,0,notfound
cpd05258,False,1,0,1,0,notfound
cpd05259,False,1,0,1,0,notfound
cpd05260,False,1,0,1,1,covered
cpd05261,False,1,0,1,1,covered
cpd05262,False,1,0,1,1,covered
cpd05263,False,1,0,1,1,covered
cpd05264,False,1,0,1,1,covered
cpd05265,False,1,0,1,1,covered
cpd05266,False,1,0,1,1,covered
cpd05267,False,1,0,1,1,covered
cpd05268,False,1,0,1,1,covered
cpd05269,False,1,0,1,1,covered
cpd05270,False,1,0,1,1,covered
cpd05271,False,1,0,1,0,found_notEst
cpd05272,False,1,0,1,0,found_notEst
cpd05273,False,1,0,1,0,found_notEst
cpd05274,False,1,1,1,1,covered
cpd05275,False,1,1,1,1,covered
cpd05276,False,1,1,1,1,covered
cpd05277,False,1,1,1,1,covered
cpd05278,False,1,0,1,1,covered
cpd05279,False,1,1,1,1,covered
cpd05280,False,1,1,1,1,covered
cpd05281,False,1,1,1,1,covered
cpd05282,False,1,1,1,1,covered
cpd05283,False,1,1,1,1,covered
cpd05284,False,1,1,1,1,covered
cpd05285,False,1,1,1,1,covered
cpd05286,False,1,1,1,1,covered
cpd05287,False,1,0,1,1,covered
cpd05288,False,1,1,1,1,covered
cpd05289,False,1,1,1,0,notfound
cpd05290,False,1,1,1,1,covered
cpd05291,False,1,1,1,1,covered
cpd05292,False,1,1,1,1,covered
cpd05293,False,1,1,1,1,covered
cpd05294,False,1,1,1,1,covered
cpd05295,False,1,1,1,1,covered
cpd05296,False,1,1,1,1,covered
cpd05297,False,1,1,1,1,covered
cpd05298,False,1,1,1,1,covered
cpd05299,False,1,1,1,1,covered
cpd05300,False,1,1,1,1,covered
cpd05301,False,1,1,1,0,found_notEst
cpd05302,False,1,1,1,1,covered
cpd05303,False,1,1,1,1,covered
cpd05304,False,1,1,1,1,covered
cpd05305,False,1,1,1,1,covered
cpd05306,False,1,1,1,0,notfound
cpd05307,False,1,1,1,0,notfound
cpd05308,False,1,1,1,0,notfound
cpd05309,False,1,0,1,0,notfound
cpd05310,False,1,1,1,0,notfound
cpd05311,False,1,0,1,0,notfound
cpd05312,False,1,0,0,0,found_notEst
cpd05313,False,1,0,0,0,found_notEst
cpd05314,False,1,1,1,0,notfound
cpd05315,False,1,0,0,0,found_notEst
cpd05316,False,1,0,1,0,found_notEst
cpd05317,False,1,0,1,0,found_notEst
cpd05318,False,1,0,1,0,found_notEst
cpd05319,False,1,0,1,0,found_notEst
cpd05320,False,1,0,1,0,found_notEst
cpd05321,False,1,0,0,0,found_notEst
cpd05322,False,1,0,1,0,found_notEst
cpd05323,False,1,0,0,0,found_notEst
cpd05324,False,1,0,0,0,found_notEst
cpd05325,False,1,0,1,0,found_notEst
cpd05326,False,1,0,1,0,found_notEst
cpd05327,False,1,0,0,0,found_notEst
cpd05328,False,1,0,1,0,found_notEst
cpd05329,False,1,0,1,0,found_notEst
cpd05330,False,1,0,1,0,found_notEst
cpd05331,False,1,0,0,0,found_notEst
cpd05332,False,1,0,0,0,notfound
cpd05333,False,1,0,0,0,found_notEst
cpd05334,False,1,0,0,0,found_notEst
cpd05335,False,1,0,0,0,found_notEst
cpd05336,False,1,0,1,0,notfound
cpd05337,False,1,0,1,0,found_notEst
cpd05338,False,1,0,0,0,found_notEst
cpd05339,False,1,0,1,0,found_notEst
cpd05340,False,1,0,1,0,found_notEst
cpd05341,False,1,0,1,0,notfound
cpd05342,False,1,0,1,1,covered
cpd05343,False,1,0,1,1,covered
cpd05344,False,1,0,1,0,notfound
cpd05345,False,1,0,1,1,covered
cpd05346,False,1,0,1,1,covered
cpd05347,False,1,0,0,0,found_notEst
cpd05348,False,1,0,1,0,found_notEst
cpd05349,False,1,0,1,0,found_notEst
cpd05350,False,1,1,1,0,notfound
cpd05351,False,1,0,1,1,covered
cpd05352,False,1,0,1,0,found_notEst
cpd05353,False,1,0,1,0,found_notEst
cpd05354,False,1,0,0,0,notfound
cpd05355,False,1,1,1,0,notfound
cpd05356,False,1,1,1,0,notfound
cpd05357,False,1,0,1,0,notfound
cpd05358,False,1,1,1,0,notfound
cpd05359,False,1,0,0,0,notfound
cpd05360,False,1,0,0,0,notfound
cpd05361,False,1,0,0,0,notfound
cpd05362,False,1,1,1,0,notfound
