cpd_id,is_Rgroup,gnn,dgp_original,dgp_retrained,eq_structurebased,eq_detail
cpd00001,False,1,1,1,1,covered
cpd00002,False,1,0,1,1,covered
cpd00003,False,1,0,1,1,covered
cpd00004,False,1,0,1,1,covered
cpd00005,False,1,0,1,1,covered
cpd00006,False,1,0,1,1,covered
cpd00007,False,1,1,1,1,covered
cpd00008,False,1,0,0,1,covered
cpd00009,False,1,1,1,1,covered
cpd00010,False,1,0,1,1,covered
cpd00011,False,1,1,1,1,covered
cpd00012,False,1,1,1,1,covered
cpd00013,False,1,1,1,1,covered
cpd00014,False,1,0,1,1,covered
cpd00015,False,1,0,1,0,notfound
cpd00016,False,1,0,1,1,covered
cpd00017,False,1,0,1,0,found_notEst
cpd00018,False,1,0,1,1,covered
cpd00019,False,1,0,1,1,covered
cpd00020,False,1,1,1,1,covered
cpd00021,False,1,1,1,1,covered
cpd00022,False,1,0,1,1,covered
cpd00023,False,1,1,1,1,covered
cpd00024,False,1,1,1,1,covered
cpd00025,False,1,1,1,1,covered
cpd00026,False,1,0,1,1,covered
cpd00027,False,1,0,1,1,covered
cpd00029,False,1,1,1,1,covered
cpd00030,False,1,1,1,0,found_notEst
cpd00031,False,1,0,1,0,found_notEst
cpd00032,False,1,1,1,1,covered
cpd00033,False,1,1,1,1,covered
cpd00034,False,1,1,1,0,found_notEst
cpd00035,False,1,1,1,1,covered
cpd00036,False,1,1,1,1,covered
cpd00037,False,1,0,1,1,covered
cpd00038,False,1,0,1,0,found_notEst
cpd00039,False,1,1,1,1,covered
cpd00040,False,1,1,1,1,covered
cpd00041,False,1,1,1,1,covered
cpd00042,False,1,0,1,1,covered
cpd00043,False,1,0,1,1,covered
cpd00044,False,1,0,1,1,covered
cpd00045,False,1,0,1,1,covered
cpd00046,False,1,0,1,1,covered
cpd00047,False,1,1,1,1,covered
cpd00048,False,1,1,1,1,covered
cpd00049,True,1,0,0,,
cpd00050,False,1,0,1,1,covered
cpd00051,False,1,1,1,1,covered
cpd00052,False,1,0,1,1,covered
cpd00053,False,1,1,1,1,covered
cpd00054,False,1,1,1,1,covered
cpd00055,False,1,1,1,1,covered
cpd00056,False,1,0,1,0,found_notEst
cpd00057,True,1,0,0,,
cpd00058,False,1,1,1,0,found_notEst
cpd00059,False,1,0,1,1,covered
cpd00060,False,1,1,1,1,covered
cpd00061,False,1,1,1,1,covered
cpd00062,False,1,0,0,1,covered
cpd00063,False,1,1,1,0,found_notEst
cpd00064,False,1,1,1,1,covered
cpd00065,False,1,0,1,1,covered
cpd00066,False,1,0,1,1,covered
cpd00067,False,1,0,1,0,found_notEst
cpd00068,False,1,0,0,1,covered
cpd00069,False,1,0,1,1,covered
cpd00070,False,1,0,1,1,covered
cpd00071,False,1,1,1,1,covered
cpd00072,False,1,0,1,1,covered
cpd00073,False,1,1,1,1,covered
cpd00075,False,1,1,1,1,covered
cpd00076,False,1,0,1,1,covered
cpd00077,False,1,0,1,1,covered
cpd00078,False,1,0,1,1,covered
cpd00079,False,1,0,1,1,covered
cpd00080,False,1,1,1,1,covered
cpd00081,False,1,1,1,1,covered
cpd00082,False,1,0,1,1,covered
cpd00083,False,1,0,1,0,found_notEst
cpd00084,False,1,0,1,1,covered
cpd00085,False,1,1,1,1,covered
cpd00086,False,1,0,1,1,covered
cpd00087,False,1,0,0,0,found_notEst
cpd00088,False,1,0,1,0,found_notEst
cpd00089,False,1,0,1,1,covered
cpd00090,False,1,0,1,1,covered
cpd00091,False,1,0,1,1,covered
cpd00092,False,1,0,1,0,notfound
cpd00093,False,1,0,1,1,covered
cpd00094,False,1,1,1,1,covered
cpd00095,False,1,1,1,1,covered
cpd00096,False,1,0,1,1,covered
cpd00097,False,1,0,1,1,covered
cpd00098,False,1,1,1,0,found_notEst
cpd00099,False,1,1,1,0,found_notEst
cpd00100,False,1,1,1,1,covered
cpd00101,False,1,0,1,1,covered
cpd00102,False,1,1,1,1,covered
cpd00103,False,1,0,1,1,covered
cpd00104,False,1,0,1,0,found_notEst
cpd00105,False,1,0,1,1,covered
cpd00106,False,1,1,1,1,covered
cpd00107,False,1,1,1,1,covered
cpd00108,False,1,0,1,1,covered
cpd00109,True,1,0,0,,
cpd00110,True,1,0,0,,
cpd00111,False,1,1,1,1,covered
cpd00112,False,1,0,1,0,found_notEst
cpd00113,False,1,1,1,1,covered
cpd00114,False,1,0,1,1,covered
cpd00115,False,1,0,1,1,covered
cpd00116,False,1,1,1,1,covered
cpd00117,False,1,1,1,1,covered
cpd00118,False,1,1,1,1,covered
cpd00119,False,1,0,1,1,covered
cpd00120,False,1,0,1,1,covered
cpd00121,False,1,0,1,1,covered
cpd00122,False,1,0,1,1,covered
cpd00123,False,1,1,1,1,covered
cpd00125,False,1,0,0,0,found_notEst
cpd00126,False,1,0,1,0,found_notEst
cpd00127,False,1,0,1,1,covered
cpd00128,False,1,0,1,1,covered
cpd00129,False,1,0,1,1,covered
cpd00130,False,1,1,1,1,covered
cpd00131,False,1,0,1,0,notfound
cpd00132,False,1,1,1,1,covered
cpd00133,False,1,0,1,1,covered
cpd00134,False,1,0,1,1,covered
cpd00135,False,1,1,1,1,covered
cpd00136,False,1,0,1,1,covered
cpd00137,False,1,1,1,1,covered
cpd00138,False,1,0,1,1,covered
cpd00139,False,1,1,1,1,covered
cpd00141,False,1,1,1,1,covered
cpd00142,False,1,1,1,1,covered
cpd00143,False,1,0,1,1,covered
cpd00144,False,1,0,1,1,covered
cpd00145,False,1,1,1,1,covered
cpd00146,False,1,1,1,1,covered
cpd00147,False,1,0,1,1,covered
cpd00148,True,1,0,0,,
cpd00149,False,1,1,1,0,found_notEst
cpd00150,False,1,1,1,0,notfound
cpd00151,False,1,0,1,0,notfound
cpd00152,False,1,1,1,1,covered
cpd00153,False,1,0,1,1,covered
cpd00154,False,1,0,1,1,covered
cpd00155,False,1,0,1,1,covered
cpd00156,False,1,1,1,1,covered
cpd00157,False,1,1,1,1,covered
cpd00158,False,1,0,1,1,covered
cpd00159,False,1,1,1,1,covered
cpd00160,False,1,0,1,0,found_notEst
cpd00161,False,1,1,1,1,covered
cpd00162,False,1,1,1,1,covered
cpd00163,False,1,0,1,1,covered
cpd00164,False,1,0,1,1,covered
cpd00165,False,1,1,1,0,found_notEst
cpd00166,False,1,0,0,0,notfound
cpd00167,True,1,0,0,,
cpd00168,False,1,0,1,1,covered
cpd00169,False,1,1,1,1,covered
cpd00170,False,1,0,1,1,covered
cpd00171,False,1,1,1,1,covered
cpd00172,False,1,0,1,1,covered
cpd00173,True,1,0,0,,
cpd00174,False,1,1,1,0,found_notEst
cpd00175,False,1,0,1,1,covered
cpd00176,False,1,1,1,1,covered
cpd00177,False,1,0,0,1,covered
cpd00178,False,1,1,1,1,covered
cpd00179,False,1,0,1,1,covered
cpd00180,False,1,1,1,1,covered
cpd00181,True,1,0,0,,
cpd00182,False,1,0,1,1,covered
cpd00183,False,1,1,1,1,covered
cpd00184,False,1,0,1,1,covered
cpd00185,False,1,0,1,1,covered
cpd00186,False,1,1,1,1,covered
cpd00187,False,1,0,1,1,covered
cpd00188,False,1,1,1,1,covered
cpd00189,False,1,0,1,0,found_notEst
cpd00190,False,1,0,1,1,covered
cpd00191,False,1,1,1,1,covered
cpd00192,False,1,0,1,1,covered
cpd00193,False,1,0,1,1,covered
cpd00194,False,1,0,1,1,covered
cpd00195,True,1,0,0,,
cpd00196,False,1,1,1,1,covered
cpd00197,False,1,0,1,1,covered
cpd00198,False,1,1,1,1,covered
cpd00199,False,1,1,1,1,covered
cpd00200,False,1,1,1,1,covered
cpd00201,False,1,0,0,0,found_notEst
cpd00202,False,1,1,1,1,covered
cpd00203,False,1,1,1,1,covered
cpd00204,False,1,0,1,0,notfound
cpd00205,False,1,1,1,0,found_notEst
cpd00206,False,1,0,1,1,covered
cpd00207,False,1,0,1,0,found_notEst
cpd00208,False,1,0,1,1,covered
cpd00209,False,1,0,1,1,covered
cpd00210,False,1,1,1,0,found_notEst
cpd00211,False,1,1,1,1,covered
cpd00212,False,1,0,1,1,covered
cpd00213,False,1,0,1,1,covered
cpd00214,False,1,1,1,1,covered
cpd00215,False,1,0,1,1,covered
cpd00216,False,1,0,1,1,covered
cpd00217,False,1,0,1,1,covered
cpd00218,False,1,0,1,1,covered
cpd00219,False,1,0,1,1,covered
cpd00220,False,1,0,1,1,covered
cpd00221,False,1,1,1,1,covered
cpd00222,False,1,1,1,1,covered
cpd00223,False,1,1,1,1,covered
cpd00224,False,1,0,1,1,covered
cpd00225,False,1,0,1,1,covered
cpd00226,False,1,0,1,1,covered
cpd00227,False,1,1,1,1,covered
cpd00228,False,1,1,1,1,covered
cpd00229,False,1,1,1,1,covered
cpd00231,False,1,0,1,0,found_notEst
cpd00232,False,1,0,1,1,covered
cpd00233,False,1,0,0,0,found_notEst
cpd00234,False,1,1,1,1,covered
cpd00235,False,1,0,1,1,covered
cpd00236,False,1,1,1,1,covered
cpd00237,False,1,0,1,0,found_notEst
cpd00238,False,1,1,1,1,covered
cpd00239,False,1,1,1,1,covered
cpd00240,False,1,1,1,0,found_notEst
cpd00241,False,1,0,1,0,found_notEst
cpd00242,False,1,1,1,1,covered
cpd00245,False,1,0,1,1,covered
cpd00246,False,1,0,1,1,covered
cpd00247,False,1,0,1,0,notfound
cpd00248,False,1,0,1,1,covered
cpd00249,False,1,0,1,1,covered
cpd00250,False,1,1,1,1,covered
cpd00251,False,1,0,1,1,covered
cpd00253,False,1,1,1,1,covered
cpd00254,False,1,1,1,1,covered
cpd00255,False,1,0,1,1,covered
cpd00256,False,1,0,1,0,found_notEst
cpd00257,False,1,1,1,0,found_notEst
cpd00258,False,1,0,0,1,covered
cpd00259,False,1,0,0,1,covered
cpd00260,False,1,1,1,1,covered
cpd00261,False,1,0,0,1,covered
cpd00262,False,1,0,1,1,covered
cpd00263,False,1,0,1,1,covered
cpd00264,False,1,1,1,1,covered
cpd00265,True,1,0,0,,
cpd00266,False,1,1,1,0,found_notEst
cpd00267,False,1,0,0,1,covered
cpd00268,False,1,1,1,0,found_notEst
cpd00269,False,1,1,1,1,covered
cpd00270,False,1,0,1,1,covered
cpd00271,False,1,0,1,0,notfound
cpd00272,False,1,0,1,0,found_notEst
cpd00274,False,1,1,1,1,covered
cpd00275,False,1,0,1,1,covered
cpd00276,False,1,0,1,1,covered
cpd00277,False,1,0,1,0,found_notEst
cpd00278,False,1,0,1,1,covered
cpd00279,False,1,0,1,1,covered
cpd00280,False,1,0,1,1,covered
cpd00281,False,1,1,1,1,covered
cpd00282,False,1,0,1,1,covered
cpd00283,False,1,1,1,1,covered
cpd00284,False,1,1,1,1,covered
cpd00285,False,1,1,1,1,covered
cpd00286,False,1,1,1,1,covered
cpd00287,False,1,1,1,1,covered
cpd00288,False,1,0,1,1,covered
cpd00289,False,1,1,1,1,covered
cpd00290,False,1,0,1,1,covered
cpd00291,False,1,0,1,1,covered
cpd00292,False,1,0,1,1,covered
cpd00293,False,1,0,1,1,covered
cpd00294,False,1,0,1,1,covered
cpd00295,False,1,0,1,0,found_notEst
cpd00296,False,1,0,1,0,found_notEst
cpd00297,False,1,0,1,1,covered
cpd00298,False,1,0,1,1,covered
cpd00299,False,1,0,1,1,covered
cpd00300,False,1,0,0,1,covered
cpd00301,False,1,0,1,0,found_notEst
cpd00302,False,1,0,1,1,covered
cpd00303,False,1,0,1,0,notfound
cpd00304,False,1,0,1,1,covered
cpd00305,False,1,0,1,0,found_notEst
cpd00306,False,1,1,1,1,covered
cpd00307,False,1,0,1,1,covered
cpd00308,False,1,1,1,1,covered
cpd00310,False,1,0,1,1,covered
cpd00311,False,1,0,1,0,found_notEst
cpd00312,False,1,0,1,1,covered
cpd00314,False,1,1,1,1,covered
cpd00315,False,1,0,1,0,found_notEst
cpd00316,False,1,1,1,1,covered
cpd00317,False,1,0,1,1,covered
cpd00318,False,1,0,1,1,covered
cpd00319,False,1,0,1,1,covered
cpd00320,False,1,1,1,1,covered
cpd00321,False,1,0,1,1,covered
cpd00322,False,1,1,1,1,covered
cpd00323,False,1,0,1,1,covered
cpd00324,False,1,1,1,1,covered
cpd00325,False,1,0,1,0,found_notEst
cpd00326,False,1,0,1,1,covered
cpd00327,False,1,0,1,1,covered
cpd00328,False,1,0,1,1,covered
cpd00329,False,1,0,1,1,covered
cpd00330,False,1,0,1,0,found_notEst
cpd00331,False,1,1,1,1,covered
cpd00332,False,1,1,1,1,covered
cpd00333,False,1,1,1,1,covered
cpd00334,False,1,1,1,1,covered
cpd00335,False,1,0,1,0,notfound
cpd00336,False,1,1,1,0,found_notEst
cpd00337,False,1,0,1,1,covered
cpd00338,False,1,1,1,1,covered
cpd00339,False,1,1,1,1,covered
cpd00340,False,1,1,1,1,covered
cpd00341,False,1,1,1,1,covered
cpd00342,False,1,1,1,1,covered
cpd00343,False,1,1,1,1,covered
cpd00344,False,1,0,1,0,found_notEst
cpd00345,False,1,0,0,0,found_notEst
cpd00346,False,1,1,1,1,covered
cpd00347,False,1,0,0,0,found_notEst
cpd00348,False,1,0,1,1,covered
cpd00349,False,1,1,1,1,covered
cpd00350,False,1,1,1,1,covered
cpd00351,False,1,1,1,1,covered
cpd00352,False,1,0,1,1,covered
cpd00353,False,1,1,1,1,covered
cpd00354,True,1,0,0,,
cpd00355,False,1,0,1,1,covered
cpd00356,False,1,0,1,1,covered
cpd00357,False,1,0,1,1,covered
cpd00358,False,1,0,0,1,covered
cpd00359,False,1,1,1,1,covered
cpd00360,False,1,1,1,1,covered
cpd00361,False,1,1,1,1,covered
cpd00362,False,1,0,1,0,found_notEst
cpd00363,False,1,1,1,1,covered
cpd00364,False,1,0,1,1,covered
cpd00365,False,1,0,1,1,covered
cpd00366,False,1,1,1,1,covered
cpd00367,False,1,0,1,1,covered
cpd00368,False,1,0,1,1,covered
cpd00369,False,1,0,1,0,found_notEst
cpd00370,False,1,0,1,1,covered
cpd00371,False,1,1,1,1,covered
cpd00372,False,1,1,1,0,found_notEst
cpd00373,False,1,0,1,1,covered
cpd00374,False,1,0,1,1,covered
cpd00375,True,1,0,0,,
cpd00376,False,1,0,0,1,covered
cpd00378,False,1,1,1,1,covered
cpd00379,False,1,1,1,1,covered
cpd00380,False,1,1,1,1,covered
cpd00381,False,1,1,1,1,covered
cpd00382,False,1,0,1,1,covered
cpd00383,False,1,0,1,1,covered
cpd00384,False,1,0,1,1,covered
cpd00385,False,1,0,1,1,covered
cpd00386,False,1,1,1,1,covered
cpd00387,False,1,0,1,1,covered
cpd00388,False,1,1,1,1,covered
cpd00389,False,1,0,0,1,covered
cpd00390,False,1,0,1,1,covered
cpd00391,False,1,1,1,1,covered
cpd00392,False,1,1,1,1,covered
cpd00393,False,1,0,1,0,found_notEst
cpd00395,False,1,1,1,0,found_notEst
cpd00396,False,1,0,1,1,covered
cpd00397,False,1,0,0,1,covered
cpd00398,False,1,0,1,1,covered
cpd00399,False,1,0,1,1,covered
cpd00400,False,1,1,1,1,covered
cpd00401,False,1,0,1,1,covered
cpd00402,False,1,0,1,1,covered
cpd00403,False,1,1,1,1,covered
cpd00404,False,1,1,1,1,covered
cpd00405,False,1,1,1,1,covered
cpd00406,False,1,1,1,0,found_notEst
cpd00407,False,1,0,1,1,covered
cpd00408,False,1,1,1,1,covered
cpd00409,False,1,0,1,0,found_notEst
cpd00410,True,1,0,0,,
cpd00411,False,1,0,1,1,covered
cpd00412,False,1,0,1,1,covered
cpd00413,False,1,0,1,1,covered
cpd00414,False,1,0,1,1,covered
cpd00415,False,1,0,1,1,covered
cpd00416,False,1,0,1,1,covered
cpd00417,False,1,1,1,1,covered
cpd00418,False,1,0,1,1,covered
cpd00419,False,1,0,1,1,covered
cpd00420,False,1,0,1,0,found_notEst
cpd00421,False,1,1,1,0,found_notEst
cpd00422,False,1,0,1,1,covered
cpd00423,False,1,0,0,0,notfound
cpd00424,False,1,0,1,1,covered
cpd00425,False,1,0,1,1,covered
cpd00426,False,1,0,1,1,covered
cpd00427,False,1,1,1,1,covered
cpd00428,False,1,1,1,1,covered
cpd00429,False,1,0,1,1,covered
cpd00430,False,1,0,1,1,covered
cpd00431,True,1,0,0,,
cpd00432,False,1,1,1,1,covered
cpd00433,False,1,0,1,1,covered
cpd00434,False,1,1,1,1,covered
cpd00435,False,1,0,1,1,covered
cpd00436,False,1,0,1,1,covered
cpd00437,False,1,1,1,1,covered
cpd00438,False,1,0,1,1,covered
cpd00439,False,1,0,1,0,notfound
cpd00440,False,1,0,1,0,found_notEst
cpd00441,False,1,0,1,1,covered
cpd00442,False,1,0,1,1,covered
cpd00443,False,1,0,1,1,covered
cpd00444,False,1,0,1,1,covered
cpd00445,False,1,0,1,1,covered
cpd00446,False,1,0,1,1,covered
cpd00447,False,1,1,1,0,found_notEst
cpd00448,False,1,1,1,1,covered
cpd00449,False,1,0,1,1,covered
cpd00450,False,1,1,1,1,covered
cpd00451,False,1,1,1,1,covered
cpd00452,False,1,0,1,1,covered
cpd00453,False,1,1,1,1,covered
cpd00454,False,1,0,0,1,covered
cpd00455,False,1,0,1,1,covered
cpd00456,False,1,0,1,1,covered
cpd00457,False,1,1,1,0,found_notEst
cpd00458,False,1,0,1,1,covered
cpd00459,True,1,0,0,,
cpd00460,False,1,1,1,0,found_notEst
cpd00461,False,1,1,1,1,covered
cpd00463,False,1,0,1,0,found_notEst
cpd00464,False,1,0,1,1,covered
cpd00465,False,1,1,1,1,covered
cpd00466,False,1,1,1,1,covered
cpd00467,False,1,1,1,0,found_notEst
cpd00468,True,1,0,0,,
cpd00469,False,1,0,1,1,covered
cpd00470,False,1,1,1,1,covered
cpd00471,False,1,0,0,0,found_notEst
cpd00472,False,1,0,1,1,covered
cpd00473,False,1,1,1,1,covered
cpd00474,False,1,0,1,0,found_notEst
cpd00475,False,1,0,1,1,covered
cpd00477,False,1,1,1,1,covered
cpd00478,False,1,0,1,1,covered
cpd00479,False,1,0,1,1,covered
cpd00480,False,1,1,1,1,covered
cpd00481,False,1,0,1,1,covered
cpd00482,False,1,1,1,1,covered
cpd00483,False,1,0,1,1,covered
cpd00484,False,1,0,1,1,covered
cpd00485,False,1,0,1,1,covered
cpd00486,False,1,0,1,1,covered
cpd00487,True,1,0,0,,
cpd00488,False,1,0,0,1,covered
cpd00489,False,1,0,1,1,covered
cpd00490,False,1,0,1,1,covered
cpd00491,False,1,1,1,1,covered
cpd00492,False,1,0,1,1,covered
cpd00493,False,1,0,1,1,covered
cpd00494,False,1,0,1,0,notfound
cpd00495,False,1,1,1,1,covered
cpd00496,False,1,0,1,1,covered
cpd00497,False,1,0,0,1,covered
cpd00498,False,1,1,1,1,covered
cpd00499,False,1,0,1,1,covered
cpd00501,False,1,0,1,1,covered
cpd00502,True,1,0,0,,
cpd00503,False,1,0,1,1,covered
cpd00504,False,1,1,1,1,covered
cpd00506,False,1,0,1,1,covered
cpd00507,False,1,1,1,0,found_notEst
cpd00508,False,1,0,1,1,covered
cpd00509,False,1,0,1,1,covered
cpd00510,False,1,0,1,1,covered
cpd00511,False,1,0,1,0,found_notEst
cpd00512,True,1,0,0,,
cpd00513,True,1,0,0,,
cpd00514,True,1,0,0,,
cpd00515,False,1,1,1,1,covered
cpd00516,False,1,1,1,1,covered
cpd00517,True,1,0,0,,
cpd00518,False,1,1,1,0,notfound
cpd00519,False,1,0,1,1,covered
cpd00520,False,1,1,1,1,covered
cpd00521,False,1,0,1,1,covered
cpd00522,False,1,0,1,1,covered
cpd00523,False,1,0,1,1,covered
cpd00524,False,1,0,1,1,covered
cpd00525,False,1,0,1,1,covered
cpd00526,False,1,0,1,0,found_notEst
cpd00527,False,1,0,0,1,covered
cpd00528,False,1,1,1,0,notfound
cpd00530,False,1,0,0,1,covered
cpd00531,False,1,1,1,0,found_notEst
cpd00532,False,1,0,1,0,notfound
cpd00533,False,1,0,1,1,covered
cpd00534,False,1,1,1,0,found_notEst
cpd00536,False,1,1,1,1,covered
cpd00537,False,1,0,1,0,notfound
cpd00538,True,1,0,0,,
cpd00540,False,1,1,1,0,found_notEst
cpd00541,False,1,1,1,1,covered
cpd00542,True,1,0,0,,
cpd00543,False,1,0,1,1,covered
cpd00544,False,1,0,1,0,found_notEst
cpd00545,False,1,0,1,1,covered
cpd00546,False,1,0,1,0,found_notEst
cpd00547,False,1,0,1,1,covered
cpd00548,False,1,0,1,1,covered
cpd00549,False,1,1,1,1,covered
cpd00550,False,1,1,1,1,covered
cpd00551,False,1,1,1,1,covered
cpd00552,False,1,1,1,0,found_notEst
cpd00553,False,1,0,1,0,found_notEst
cpd00554,False,1,0,1,1,covered
cpd00555,False,1,0,1,0,found_notEst
cpd00556,False,1,1,1,1,covered
cpd00558,False,1,1,1,1,covered
cpd00559,False,1,1,1,1,covered
cpd00560,False,1,1,1,0,found_notEst
cpd00561,False,1,0,1,1,covered
cpd00562,False,1,1,1,1,covered
cpd00563,False,1,0,1,0,found_notEst
cpd00564,False,1,0,1,0,found_notEst
cpd00565,False,1,0,1,1,covered
cpd00566,False,1,0,1,0,found_notEst
cpd00567,False,1,0,1,1,covered
cpd00568,False,1,0,1,1,covered
cpd00569,False,1,0,1,0,found_notEst
cpd00570,False,1,0,1,1,covered
cpd00571,False,1,1,1,1,covered
cpd00572,False,1,0,0,1,covered
cpd00573,False,1,1,1,1,covered
cpd00574,False,1,0,1,1,covered
cpd00575,False,1,1,1,1,covered
cpd00576,False,1,0,1,1,covered
cpd00577,False,1,0,1,1,covered
cpd00578,False,1,0,1,1,covered
cpd00579,False,1,0,1,1,covered
cpd00580,False,1,0,1,0,found_notEst
cpd00581,False,1,0,1,1,covered
cpd00582,False,1,0,1,1,covered
cpd00583,False,1,0,1,1,covered
cpd00584,False,1,0,1,1,covered
cpd00585,False,1,0,1,1,covered
cpd00586,False,1,1,1,1,covered
cpd00587,False,1,0,1,1,covered
cpd00588,False,1,1,1,1,covered
cpd00589,False,1,0,1,1,covered
cpd00590,False,1,0,1,0,found_notEst
cpd00591,False,1,1,1,1,covered
cpd00592,False,1,0,1,1,covered
cpd00593,False,1,0,1,0,found_notEst
cpd00594,False,1,1,1,1,covered
cpd00595,True,1,0,0,,
cpd00596,False,1,1,1,1,covered
cpd00597,False,1,1,1,1,covered
cpd00598,False,1,1,1,0,notfound
cpd00599,False,1,0,1,1,covered
cpd00601,False,1,0,1,0,found_notEst
cpd00602,False,1,0,1,0,found_notEst
cpd00604,False,1,0,1,1,covered
cpd00606,False,1,0,1,0,found_notEst
cpd00607,False,1,1,1,1,covered
cpd00608,False,1,1,1,1,covered
cpd00610,False,1,1,1,1,covered
cpd00611,False,1,1,1,1,covered
cpd00612,False,1,0,1,1,covered
cpd00613,False,1,1,1,1,covered
cpd00614,False,1,0,1,0,notfound
cpd00615,False,1,0,1,1,covered
cpd00616,False,1,0,1,1,covered
cpd00617,False,1,0,1,1,covered
cpd00618,False,1,1,1,1,covered
cpd00619,False,1,1,1,1,covered
cpd00620,False,1,1,1,1,covered
cpd00621,False,1,0,1,1,covered
cpd00622,False,1,0,1,0,found_notEst
cpd00623,False,1,1,1,1,covered
cpd00624,False,1,0,1,1,covered
cpd00625,False,1,0,1,0,found_notEst
cpd00626,False,1,0,1,1,covered
cpd00627,False,1,0,1,1,covered
cpd00628,False,1,0,1,0,notfound
cpd00629,False,1,0,1,0,found_notEst
cpd00630,False,1,1,1,1,covered
cpd00631,False,1,0,0,1,covered
cpd00632,False,1,0,1,0,found_notEst
cpd00633,False,1,1,1,1,covered
cpd00634,False,1,0,1,1,covered
cpd00635,False,1,0,0,0,notfound
cpd00636,False,1,0,1,1,covered
cpd00637,False,1,1,1,1,covered
cpd00638,False,1,0,1,1,covered
cpd00639,False,1,0,1,0,found_notEst
cpd00640,False,1,0,1,0,found_notEst
cpd00641,False,1,0,1,1,covered
cpd00642,False,1,1,1,1,covered
cpd00643,False,1,0,1,0,found_notEst
cpd00644,False,1,1,1,1,covered
cpd00645,False,1,1,1,1,covered
cpd00646,False,1,0,1,0,found_notEst
cpd00647,False,1,1,1,1,covered
cpd00648,False,1,0,1,0,found_notEst
cpd00649,False,1,0,1,0,notfound
cpd00650,False,1,0,1,1,covered
cpd00651,False,1,1,1,1,covered
cpd00652,False,1,1,1,1,covered
cpd00653,False,1,1,1,1,covered
cpd00654,False,1,0,1,1,covered
cpd00655,False,1,0,1,1,covered
cpd00656,False,1,0,1,1,covered
cpd00657,False,1,0,1,1,covered
cpd00658,False,1,0,1,1,covered
cpd00659,False,1,0,1,0,notfound
cpd00660,False,1,0,1,1,covered
cpd00661,False,1,0,1,0,found_notEst
cpd00662,False,1,0,1,0,found_notEst
cpd00663,False,1,0,1,1,covered
cpd00664,False,1,0,1,0,found_notEst
cpd00665,False,1,0,1,1,covered
cpd00666,False,1,1,1,1,covered
cpd00667,False,1,0,1,1,covered
cpd00668,False,1,1,1,1,covered
cpd00669,False,1,1,1,1,covered
cpd00670,False,1,0,1,1,covered
cpd00671,False,1,0,1,1,covered
cpd00672,False,1,0,1,1,covered
cpd00673,False,1,0,1,1,covered
cpd00674,False,1,0,1,1,covered
cpd00675,False,1,0,0,1,covered
cpd00676,True,1,0,0,,
cpd00677,False,1,0,1,1,covered
cpd00678,False,1,0,1,1,covered
cpd00679,False,1,0,1,0,found_notEst
cpd00680,False,1,0,1,0,found_notEst
cpd00681,False,1,0,1,0,found_notEst
cpd00682,False,1,0,1,1,covered
cpd00683,False,1,0,1,0,found_notEst
cpd00684,False,1,1,1,1,covered
cpd00687,False,1,0,0,0,found_notEst
cpd00688,False,1,1,1,1,covered
cpd00689,False,1,0,1,1,covered
cpd00690,False,1,0,1,0,found_notEst
cpd00691,False,1,0,1,1,covered
cpd00693,False,1,1,1,1,covered
cpd00694,False,1,0,1,0,found_notEst
cpd00695,False,1,1,1,1,covered
cpd00696,False,1,0,1,1,covered
cpd00697,False,1,0,1,0,found_notEst
cpd00698,False,1,0,1,1,covered
cpd00699,False,1,0,1,1,covered
cpd00700,False,1,0,1,1,covered
cpd00701,False,1,1,1,1,covered
cpd00702,False,1,0,1,0,found_notEst
cpd00703,False,1,0,1,1,covered
cpd00704,False,1,0,1,1,covered
cpd00705,False,1,1,1,1,covered
cpd00706,False,1,1,1,1,covered
cpd00707,False,1,0,0,1,covered
cpd00708,False,1,0,1,0,found_notEst
cpd00709,False,1,0,1,1,covered
cpd00710,True,1,0,0,,
cpd00711,False,1,0,1,1,covered
cpd00712,False,1,1,1,1,covered
cpd00713,False,1,0,1,1,covered
cpd00714,False,1,1,1,1,covered
cpd00715,False,1,0,1,1,covered
cpd00716,True,1,0,0,,
cpd00717,False,1,0,1,1,covered
cpd00718,False,1,1,1,1,covered
cpd00719,False,1,0,1,0,found_notEst
cpd00720,False,1,0,1,1,covered
cpd00721,False,1,0,1,1,covered
cpd00722,False,1,1,1,1,covered
cpd00723,False,1,0,1,0,found_notEst
cpd00724,False,1,0,1,1,covered
cpd00725,True,1,0,0,,
cpd00726,False,1,1,1,1,covered
cpd00727,False,1,1,1,1,covered
cpd00728,False,1,1,1,1,covered
cpd00729,False,1,1,1,1,covered
cpd00730,False,1,0,0,0,notfound
cpd00731,False,1,1,1,1,covered
cpd00732,False,1,0,1,1,covered
cpd00735,False,1,0,1,0,found_notEst
cpd00736,False,1,0,1,1,covered
cpd00737,False,1,0,1,1,covered
cpd00738,False,1,1,1,1,covered
cpd00739,False,1,0,1,0,notfound
cpd00740,False,1,0,1,0,found_notEst
cpd00741,False,1,0,1,1,covered
cpd00742,False,1,1,1,1,covered
cpd00743,False,1,0,1,1,covered
cpd00744,False,1,0,1,1,covered
cpd00745,False,1,1,1,1,covered
cpd00746,False,1,0,1,1,covered
cpd00747,False,1,0,1,1,covered
cpd00748,True,1,0,0,,
cpd00749,False,1,0,1,1,covered
