du_compound_id,name,smiles,inchikey,inchikey_block,has_dG_f,has_dH_f,has_dS_f,matched_cpd,in_abinitio_set
CHS_7627,,CC(C)OC(C)=O,JMMWKPVZQRWMSS-UHFFFAOYSA-N,JMMWKPVZQRWMSS,0,0,1,,0
CHS_7670,,CC(C)CC(=O)CC(C)C,PTTPXKJBFFKCEK-UHFFFAOYSA-N,PTTPXKJBFFKCEK,0,0,1,,0
CHS_7674,,CC1CCCCC1,UAEPNZWRGJTJPN-UHFFFAOYSA-N,UAEPNZWRGJTJPN,0,0,1,,0
CHS_76796,,CCCCCCC(C)(C)C,GPBUTTSWJNPYJL-UHFFFAOYSA-N,GPBUTTSWJNPYJL,0,0,1,,0
CHS_7694,,CCCCOC(=O)CCC,XUPYJHCZDLZNFP-UHFFFAOYSA-N,XUPYJHCZDLZNFP,0,0,1,cpd31907,0
CHS_7757,,CCCCCCCCCC(=O)OCC,RGXWDWUGBIJHDO-UHFFFAOYSA-N,RGXWDWUGBIJHDO,0,0,1,,0
CHS_7782,,CCCOC=O,KFNNIILCVOLYIR-UHFFFAOYSA-N,KFNNIILCVOLYIR,0,0,1,,0
CHS_7786,,CCSSCC,CETBSQOFQKLHHZ-UHFFFAOYSA-N,CETBSQOFQKLHHZ,0,0,1,,0
CHS_7800,,CCCCCCCC(=O)OC,JGHZJRVDZXSNKQ-UHFFFAOYSA-N,JGHZJRVDZXSNKQ,0,0,1,,0
CHS_7823,,CCCOCCC,POLCUAVZOMRGSN-UHFFFAOYSA-N,POLCUAVZOMRGSN,0,0,1,,0
CHS_7827,,CCCSCCC,ZERULLAPCVRMCO-UHFFFAOYSA-N,ZERULLAPCVRMCO,0,0,1,,0
CHS_78274,,CCCCCCCCC(C)CO,JZEUFFFBEMAJHS-UHFFFAOYSA-N,JZEUFFFBEMAJHS,0,0,1,,0
CHS_7853,,COCCCCCOC,NFCBHIFOKVDBCJ-UHFFFAOYSA-N,NFCBHIFOKVDBCJ,0,0,1,,0
CHS_7891,,CCCCCCCCCCC=C,CRSBERNSMYQZNG-UHFFFAOYSA-N,CRSBERNSMYQZNG,0,0,1,,0
CHS_7892,,CCCCCCCCCCCO,KJIOQYGWTQBHNH-UHFFFAOYSA-N,KJIOQYGWTQBHNH,0,0,1,cpd32124,0
CHS_7896,,CCCCOCCOCCCC,GDXHBFHOEYVPED-UHFFFAOYSA-N,GDXHBFHOEYVPED,0,0,1,,0
CHS_8149841,nicotinamide mononucleotide(reduced),NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,XQHMUSRSLNRVGA-TURQNECASA-N,XQHMUSRSLNRVGA,1,1,1,cpd27656,0
CHS_83276,,CCCCCCCC(C)CC,JJRUZTXRDDMYGM-UHFFFAOYSA-N,JJRUZTXRDDMYGM,0,0,1,,0
CHS_8568,,CCCCCCOC(C)=O,AOGQPLXWSUTHQB-UHFFFAOYSA-N,AOGQPLXWSUTHQB,0,0,1,cpd32871,0
CHS_8569,,CCCCOCCCC,DURPTKYDGMDSBL-UHFFFAOYSA-N,DURPTKYDGMDSBL,0,0,1,,0
CHS_92570,,CCCCCCC(C)CO,IGVGCQGTEINVOH-UHFFFAOYSA-N,IGVGCQGTEINVOH,0,0,1,,0
CHS_9392730,,CCCCCCCCCC(C)(C)O,WQUNVSNKFICLRQ-UHFFFAOYSA-N,WQUNVSNKFICLRQ,0,0,1,,0
CHS_9630,,CCOCOCC,KLKFAASOGCDTDT-UHFFFAOYSA-N,KLKFAASOGCDTDT,0,0,1,,0
MAN_10201,2-deoxy-D-ribose 5-phosphate,O[C@@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1,KKZFLSZAWCYPOC-LMVFSUKVSA-N,KKZFLSZAWCYPOC,1,0,0,cpd00510,1
MAN_10204,Deoxyribose,OC[C@H]1OC(O)C[C@@H]1O,PDWIQYODPROSQH-PYHARJCCSA-N,PDWIQYODPROSQH,1,1,1,cpd01242,0
PBC_10687,"2,3-dimethylphenol",Cc1cccc(O)c1C,QWBBPBRQALCEIZ-UHFFFAOYSA-N,QWBBPBRQALCEIZ,1,1,1,,0
PBC_10864,n-pentylbenzene,CCCCCc1ccccc1,PWATWSYOIIXYMA-UHFFFAOYSA-N,PWATWSYOIIXYMA,1,1,1,,0
PBC_11335,"2,6-dimethylphenol",Cc1cccc(C)c1O,NXXYKOUNUYWIHA-UHFFFAOYSA-N,NXXYKOUNUYWIHA,1,1,1,,0
PBC_11582,2-methylhexane,CCCCC(C)C,GXDHCNNESPLIKD-UHFFFAOYSA-N,GXDHCNNESPLIKD,1,1,1,,0
PBC_11610,1-heptene,CCCCCC=C,ZGEGCLOFRBLKSE-UHFFFAOYSA-N,ZGEGCLOFRBLKSE,1,1,1,,0
PBC_12309,1-pentyne,CCCC#C,IBXNCJKFFQIKKY-UHFFFAOYSA-N,IBXNCJKFFQIKKY,1,1,0,,0
PBC_12332,n-hexanamide,CCCCCC(N)=O,ALBYIUDWACNRRB-UHFFFAOYSA-N,ALBYIUDWACNRRB,1,1,1,,0
PBC_12350,1-heptyne,CCCCCC#C,YVXHZKKCZYLQOP-UHFFFAOYSA-N,YVXHZKKCZYLQOP,1,1,0,,0
PBC_12370,1-octyne,CCCCCCC#C,UMIPWJGWASORKV-UHFFFAOYSA-N,UMIPWJGWASORKV,1,1,0,,0
PBC_12732,1-hexyne,CCCCC#C,CGHIBGNXEGJPQZ-UHFFFAOYSA-N,CGHIBGNXEGJPQZ,1,1,0,,0
PBC_136449,n-heptanamide,CCCCCCC(N)=O,AEDIXYWIVPYNBI-UHFFFAOYSA-N,AEDIXYWIVPYNBI,1,1,1,,0
PBC_14109,n-hexylbenzene,CCCCCCc1ccccc1,LTEQMZWBSYACLV-UHFFFAOYSA-N,LTEQMZWBSYACLV,1,1,1,,0
PBC_14115,n-heptylbenzene,CCCCCCCc1ccccc1,LBNXAWYDQUGHGX-UHFFFAOYSA-N,LBNXAWYDQUGHGX,1,1,1,,0
PBC_15077,Nonanethiol,CCCCCCCCC[S-],ZVEZMVFBMOOHAT-UHFFFAOYSA-M,ZVEZMVFBMOOHAT,1,1,1,,0
PBC_15422,Heptanethiol,CCCCCCCS,VPIAKHNXCOTPAY-UHFFFAOYSA-N,VPIAKHNXCOTPAY,1,1,1,,0
PBC_16607,n-octylbenzene,CCCCCCCCc1ccccc1,CDKDZKXSXLNROY-UHFFFAOYSA-N,CDKDZKXSXLNROY,1,1,1,,0
PBC_18591,2-methyloctane,CCCCCCC(C)C,ZUBZATZOEPUUQF-UHFFFAOYSA-N,ZUBZATZOEPUUQF,1,1,1,,0
PBC_21488,2-hydroxydecanoic acid,CCCCCCCCC(O)C(O)=O,GHPVDCPCKSNJDR-UHFFFAOYSA-N,GHPVDCPCKSNJDR,1,1,1,,0
PBC_62570,Undecanethiol,CCCCCCCCCCCS,CCIDWXHLGNEQSL-UHFFFAOYSA-N,CCIDWXHLGNEQSL,1,1,1,,0
PBC_6343,Ethanethiol,CCS,DNJIEGIFACGWOD-UHFFFAOYSA-N,DNJIEGIFACGWOD,1,1,1,cpd22693,0
PBC_69414,n-octanamide,CCCCCCCC(N)=O,LTHCSWBWNVGEFE-UHFFFAOYSA-N,LTHCSWBWNVGEFE,1,1,1,cpd38259,0
PBC_7267,"2,5-dimethylphenol",Cc1ccc(C)c(O)c1,NKTOLZVEWDHZMU-UHFFFAOYSA-N,NKTOLZVEWDHZMU,1,1,1,cpd34544,0
PBC_8004,1-pentene,CCCC=C,YWAKXRMUMFPDSH-UHFFFAOYSA-N,YWAKXRMUMFPDSH,1,1,1,,0
PBC_8012,Butanethiol,CCCC[S-],WQAQPCDUOCURKW-UHFFFAOYSA-M,WQAQPCDUOCURKW,1,1,1,,0
PBC_8067,Pentanethiol,CCCCC[S-],ZRKMQKLGEQPLNS-UHFFFAOYSA-M,ZRKMQKLGEQPLNS,1,1,1,,0
PBC_8106,Hexanethiol,CCCCCCS,PMBXCGGQNSVESQ-UHFFFAOYSA-N,PMBXCGGQNSVESQ,1,1,1,,0
PBC_8127,1-heptanamine (heptylamine),CCCCCCC[NH3+],WJYIASZWHGOTOU-UHFFFAOYSA-O,WJYIASZWHGOTOU,1,1,1,,0
PBC_8129,1-heptanol,CCCCCCCO,BBMCTIGTTCKYKF-UHFFFAOYSA-N,BBMCTIGTTCKYKF,1,1,1,cpd25546,0
PBC_8143,1-octanamine (octylamine),CCCCCCCC[NH3+],IOQPZZOEVPZRBK-UHFFFAOYSA-O,IOQPZZOEVPZRBK,1,1,1,cpd01199,0
PBC_8144,Octanethiol,CCCCCCCCS,KZCOBXFFBQJQHH-UHFFFAOYSA-N,KZCOBXFFBQJQHH,1,1,1,,0
PBC_8195,Dodecanethiol,CCCCCCCCCCCC[S-],WNAHIZMDSQCWRP-UHFFFAOYSA-M,WNAHIZMDSQCWRP,1,1,1,,0
PBC_8917,Decanethiol,CCCCCCCCCCS,VTXVGVNLYGSIAR-UHFFFAOYSA-N,VTXVGVNLYGSIAR,1,1,1,,0
