cpd	charge	triage	groups	n_anionic_sites
cpd00001	0	IMPLICIT_OK		0
cpd00002	-3	NEED_EXPLICIT	phosphate	3
cpd00003	-1	NEED_EXPLICIT	phosphate;aromatic_N+	2
cpd00004	-2	NEED_EXPLICIT	phosphate	2
cpd00005	-4	NEED_EXPLICIT	phosphate	4
cpd00006	-3	NEED_EXPLICIT	phosphate;aromatic_N+	4
cpd00007	0	IMPLICIT_OK		0
cpd00008	-2	NEED_EXPLICIT	phosphate	2
cpd00009	-2	NEED_EXPLICIT	phosphate	2
cpd00010	-4	NEED_EXPLICIT	phosphate	4
cpd00011	0	IMPLICIT_OK		0
cpd00012	-3	NEED_EXPLICIT	phosphate	3
cpd00013	1	BORDERLINE	ammonium	0
cpd00014	-2	NEED_EXPLICIT	phosphate	2
cpd00015	-2	NEED_EXPLICIT	phosphate	2
cpd00016	-2	NEED_EXPLICIT	phosphate	2
cpd00017	1	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00018	-2	NEED_EXPLICIT	phosphate	2
cpd00019	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00020	-1	NEED_EXPLICIT	carboxylate	1
cpd00021	0	IMPLICIT_OK		0
cpd00022	-4	NEED_EXPLICIT	phosphate	4
cpd00023	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd00024	-2	NEED_EXPLICIT	carboxylate	2
cpd00025	0	IMPLICIT_OK		0
cpd00026	-2	NEED_EXPLICIT	phosphate	2
cpd00027	0	IMPLICIT_OK		0
cpd00028	-2	NEED_EXPLICIT	carboxylate	2
cpd00029	-1	NEED_EXPLICIT	carboxylate	1
cpd00030	2	IMPLICIT_OK		0
cpd00031	-2	NEED_EXPLICIT	phosphate	2
cpd00032	-2	NEED_EXPLICIT	carboxylate	2
cpd00033	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00034	2	IMPLICIT_OK		0
cpd00035	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00036	-2	NEED_EXPLICIT	carboxylate	2
cpd00037	-2	NEED_EXPLICIT	phosphate	2
cpd00038	-3	NEED_EXPLICIT	phosphate	3
cpd00039	1	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00040	-1	NEED_EXPLICIT	carboxylate	1
cpd00041	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd00042	-2	NEED_EXPLICIT	carboxylate;thiolate;ammonium	3
cpd00043	-2	NEED_EXPLICIT	phosphate	2
cpd00044	-4	NEED_EXPLICIT	phosphate;sulfonate;sulfate	4
cpd00045	-4	NEED_EXPLICIT	phosphate	4
cpd00046	-2	NEED_EXPLICIT	phosphate	2
cpd00047	-1	NEED_EXPLICIT	carboxylate	1
cpd00048	-2	NEED_EXPLICIT	sulfonate	2
cpd00050	-2	NEED_EXPLICIT	phosphate	2
cpd00051	1	NEED_EXPLICIT	carboxylate;guanidinium;ammonium	1
cpd00052	-3	NEED_EXPLICIT	phosphate	3
cpd00053	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00054	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00055	0	IMPLICIT_OK		0
cpd00056	-1	NEED_EXPLICIT	phosphate;aromatic_N+	2
cpd00058	2	IMPLICIT_OK		0
cpd00059	0	IMPLICIT_OK		0
cpd00060	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00061	-3	NEED_EXPLICIT	phosphate;carboxylate	3
cpd00062	-3	NEED_EXPLICIT	phosphate	3
cpd00063	2	IMPLICIT_OK		0
cpd00064	1	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00065	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00066	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00068	-3	NEED_EXPLICIT	phosphate	3
cpd00069	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00070	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd00071	0	IMPLICIT_OK		0
cpd00072	-2	NEED_EXPLICIT	phosphate	2
cpd00073	0	IMPLICIT_OK		0
cpd00074	0	IMPLICIT_OK		0
cpd00075	0	IMPLICIT_OK		0
cpd00076	0	IMPLICIT_OK		0
cpd00077	0	IMPLICIT_OK		0
cpd00078	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd00079	-2	NEED_EXPLICIT	phosphate	2
cpd00080	-2	NEED_EXPLICIT	phosphate	2
cpd00081	-1	IMPLICIT_OK		1
cpd00082	0	IMPLICIT_OK		0
cpd00083	-2	NEED_EXPLICIT	phosphate	2
cpd00084	-1	NEED_EXPLICIT	carboxylate;thiolate;ammonium	2
cpd00085	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00086	-4	NEED_EXPLICIT	phosphate	4
cpd00087	-2	NEED_EXPLICIT	carboxylate	2
cpd00088	0	IMPLICIT_OK		0
cpd00089	-2	NEED_EXPLICIT	phosphate	2
cpd00090	-2	NEED_EXPLICIT	phosphate	2
cpd00091	-2	NEED_EXPLICIT	phosphate	2
cpd00092	0	IMPLICIT_OK		0
cpd00093	-1	NEED_EXPLICIT	carboxylate	1
cpd00094	-1	NEED_EXPLICIT	carboxylate	1
cpd00095	-2	NEED_EXPLICIT	phosphate	2
cpd00096	-2	NEED_EXPLICIT	phosphate	2
cpd00097	-3	NEED_EXPLICIT	carboxylate	3
cpd00098	1	BORDERLINE	ammonium	0
cpd00099	-1	IMPLICIT_OK		0
cpd00100	0	IMPLICIT_OK		0
cpd00101	-2	NEED_EXPLICIT	phosphate	2
cpd00102	-2	NEED_EXPLICIT	phosphate	2
cpd00103	-4	NEED_EXPLICIT	phosphate	4
cpd00104	-1	NEED_EXPLICIT	carboxylate	1
cpd00105	0	IMPLICIT_OK		0
cpd00106	-2	NEED_EXPLICIT	carboxylate	2
cpd00107	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00108	0	IMPLICIT_OK		0
cpd00111	-2	NEED_EXPLICIT	carboxylate;ammonium	4
cpd00112	-2	NEED_EXPLICIT	phosphate;carboxylate	2
cpd00113	-2	NEED_EXPLICIT	phosphate	2
cpd00114	-2	NEED_EXPLICIT	phosphate	2
cpd00115	-3	NEED_EXPLICIT	phosphate	3
cpd00116	0	IMPLICIT_OK		0
cpd00117	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00118	2	BORDERLINE	ammonium	0
cpd00119	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00120	-4	NEED_EXPLICIT	phosphate	4
cpd00121	0	IMPLICIT_OK		0
cpd00122	0	IMPLICIT_OK		0
cpd00123	-1	NEED_EXPLICIT	carboxylate	1
cpd00125	-2	NEED_EXPLICIT	carboxylate	2
cpd00126	-2	NEED_EXPLICIT	phosphate	2
cpd00127	0	IMPLICIT_OK		0
cpd00128	0	IMPLICIT_OK		0
cpd00129	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00130	-2	NEED_EXPLICIT	carboxylate	2
cpd00131	2	IMPLICIT_OK		0
cpd00132	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00133	0	IMPLICIT_OK		0
cpd00134	-4	NEED_EXPLICIT	phosphate	4
cpd00135	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00136	-1	NEED_EXPLICIT	carboxylate	1
cpd00137	-3	NEED_EXPLICIT	carboxylate	3
cpd00138	0	IMPLICIT_OK		0
cpd00139	-1	NEED_EXPLICIT	carboxylate	1
cpd00141	-1	NEED_EXPLICIT	carboxylate	1
cpd00142	-1	NEED_EXPLICIT	carboxylate	1
cpd00143	-1	NEED_EXPLICIT	carboxylate	1
cpd00144	-3	NEED_EXPLICIT	phosphate;carboxylate	3
cpd00145	-1	NEED_EXPLICIT	carboxylate	1
cpd00146	-2	NEED_EXPLICIT	phosphate	2
cpd00147	0	IMPLICIT_OK		0
cpd00149	2	IMPLICIT_OK		0
cpd00150	0	IMPLICIT_OK		0
cpd00151	0	IMPLICIT_OK		0
cpd00152	2	BORDERLINE	guanidinium;ammonium	0
cpd00153	-1	NEED_EXPLICIT	carboxylate	1
cpd00154	0	IMPLICIT_OK		0
cpd00155	0	IMPLICIT_OK		0
cpd00156	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00157	0	IMPLICIT_OK		0
cpd00158	0	IMPLICIT_OK		0
cpd00159	-1	NEED_EXPLICIT	carboxylate	1
cpd00160	0	IMPLICIT_OK		0
cpd00161	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00162	1	BORDERLINE	ammonium	0
cpd00163	-2	NEED_EXPLICIT	phosphate	2
cpd00164	-1	NEED_EXPLICIT	carboxylate	1
cpd00165	0	IMPLICIT_OK		0
cpd00166	2	NEED_EXPLICIT	phosphate	1
cpd00168	-1	NEED_EXPLICIT	carboxylate	1
cpd00169	-3	NEED_EXPLICIT	phosphate;carboxylate	3
cpd00170	0	IMPLICIT_OK		0
cpd00171	-2	NEED_EXPLICIT	phosphate	2
cpd00172	0	NEED_EXPLICIT	sulfonate;sulfate;aromatic_N+	1
cpd00174	0	IMPLICIT_OK		0
cpd00175	-2	NEED_EXPLICIT	phosphate	2
cpd00176	-1	NEED_EXPLICIT	carboxylate	1
cpd00177	-2	NEED_EXPLICIT	phosphate	2
cpd00178	0	IMPLICIT_OK		0
cpd00179	0	IMPLICIT_OK		0
cpd00180	-2	NEED_EXPLICIT	carboxylate	2
cpd00182	0	IMPLICIT_OK		0
cpd00183	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00184	0	IMPLICIT_OK		0
cpd00185	0	IMPLICIT_OK		0
cpd00186	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd00187	1	BORDERLINE	ammonium	0
cpd00188	-1	NEED_EXPLICIT	carboxylate	1
cpd00189	0	IMPLICIT_OK		0
cpd00190	0	IMPLICIT_OK		0
cpd00191	-1	NEED_EXPLICIT	carboxylate	1
cpd00192	-4	NEED_EXPLICIT	phosphate	4
cpd00193	-2	NEED_EXPLICIT	phosphate;sulfonate;sulfate	2
cpd00194	0	BORDERLINE	aromatic_N+	0
cpd00196	-2	NEED_EXPLICIT	phosphate	2
cpd00197	-1	NEED_EXPLICIT	carboxylate	1
cpd00198	-2	NEED_EXPLICIT	phosphate	2
cpd00199	-1	NEED_EXPLICIT	carboxylate	1
cpd00200	-1	NEED_EXPLICIT	carboxylate	1
cpd00201	-2	NEED_EXPLICIT	carboxylate	2
cpd00202	-2	NEED_EXPLICIT	phosphate	2
cpd00203	-4	NEED_EXPLICIT	phosphate	4
cpd00204	1	IMPLICIT_OK		0
cpd00205	1	IMPLICIT_OK		0
cpd00206	-2	NEED_EXPLICIT	phosphate	2
cpd00207	0	IMPLICIT_OK		0
cpd00208	0	IMPLICIT_OK		0
cpd00209	-1	IMPLICIT_OK		2
cpd00210	0	NEED_EXPLICIT	sulfonate;ammonium	1
cpd00211	-1	NEED_EXPLICIT	carboxylate	1
cpd00212	0	IMPLICIT_OK		0
cpd00213	0	IMPLICIT_OK		0
cpd00214	-1	NEED_EXPLICIT	carboxylate	1
cpd00215	0	IMPLICIT_OK		0
cpd00216	-2	NEED_EXPLICIT	carboxylate	2
cpd00217	0	IMPLICIT_OK		0
cpd00218	-1	NEED_EXPLICIT	carboxylate	1
cpd00219	-2	NEED_EXPLICIT	carboxylate	2
cpd00220	0	IMPLICIT_OK		0
cpd00221	-1	NEED_EXPLICIT	carboxylate	1
cpd00222	-1	NEED_EXPLICIT	carboxylate	1
cpd00223	-1	NEED_EXPLICIT	carboxylate	1
cpd00224	0	IMPLICIT_OK		0
cpd00225	0	IMPLICIT_OK		0
cpd00226	0	IMPLICIT_OK		0
cpd00227	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00228	0	IMPLICIT_OK		0
cpd00229	0	IMPLICIT_OK		0
cpd00231	0	IMPLICIT_OK		0
cpd00232	-1	NEED_EXPLICIT	carboxylate	1
cpd00233	0	IMPLICIT_OK		0
cpd00234	0	IMPLICIT_OK		0
cpd00235	-2	NEED_EXPLICIT	phosphate	2
cpd00236	-2	NEED_EXPLICIT	phosphate	2
cpd00237	0	IMPLICIT_OK		0
cpd00238	-2	NEED_EXPLICIT	phosphate	2
cpd00239	-1	BORDERLINE	thiolate	1
cpd00240	-4	NEED_EXPLICIT	carboxylate	4
cpd00241	-3	NEED_EXPLICIT	phosphate	3
cpd00242	-1	NEED_EXPLICIT	carboxylate	1
cpd00244	0	IMPLICIT_OK		0
cpd00245	0	IMPLICIT_OK		0
cpd00246	0	IMPLICIT_OK		0
cpd00247	-1	NEED_EXPLICIT	carboxylate	1
cpd00248	-1	NEED_EXPLICIT	carboxylate	1
cpd00249	0	IMPLICIT_OK		0
cpd00250	0	NEED_EXPLICIT	carboxylate;guanidinium	1
cpd00251	-2	NEED_EXPLICIT	phosphate	2
cpd00253	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00254	2	IMPLICIT_OK		0
cpd00255	2	NEED_EXPLICIT	carboxylate;guanidinium;ammonium	1
cpd00256	-1	NEED_EXPLICIT	phosphate;ammonium	2
cpd00257	1	NEED_EXPLICIT	carboxylate;guanidinium;ammonium	1
cpd00258	0	IMPLICIT_OK		0
cpd00259	0	IMPLICIT_OK		0
cpd00260	-3	NEED_EXPLICIT	carboxylate	3
cpd00261	0	IMPLICIT_OK		0
cpd00262	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd00263	0	IMPLICIT_OK		0
cpd00264	3	BORDERLINE	ammonium	0
cpd00265	0	IMPLICIT_OK		0
cpd00266	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00267	1	BORDERLINE	ammonium	0
cpd00268	-1	NEED_EXPLICIT	sulfonate	1
cpd00269	-2	NEED_EXPLICIT	carboxylate	2
cpd00270	-4	NEED_EXPLICIT	phosphate	4
cpd00271	-3	IMPLICIT_OK		0
cpd00272	-2	NEED_EXPLICIT	phosphate	2
cpd00274	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00275	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00276	1	BORDERLINE	ammonium	0
cpd00277	0	IMPLICIT_OK		0
cpd00278	-1	NEED_EXPLICIT	carboxylate	1
cpd00279	-4	NEED_EXPLICIT	phosphate	4
cpd00280	-1	NEED_EXPLICIT	carboxylate	1
cpd00281	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00282	-1	NEED_EXPLICIT	carboxylate	1
cpd00283	-2	NEED_EXPLICIT	phosphate	2
cpd00284	-3	NEED_EXPLICIT	phosphate;carboxylate	3
cpd00285	-1	NEED_EXPLICIT	phosphate;ammonium	2
cpd00286	-2	NEED_EXPLICIT	phosphate	2
cpd00287	-1	NEED_EXPLICIT	carboxylate	1
cpd00288	-1	NEED_EXPLICIT	phosphate;ammonium	2
cpd00289	-2	NEED_EXPLICIT	phosphate	2
cpd00290	-4	NEED_EXPLICIT	phosphate	4
cpd00291	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00292	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd00293	-2	NEED_EXPLICIT	phosphate	2
cpd00294	-2	NEED_EXPLICIT	phosphate	2
cpd00295	-2	NEED_EXPLICIT	phosphate	2
cpd00296	-2	NEED_EXPLICIT	phosphate	2
cpd00297	-2	NEED_EXPLICIT	phosphate	2
cpd00298	-2	NEED_EXPLICIT	phosphate	2
cpd00299	-2	NEED_EXPLICIT	phosphate	2
cpd00300	-1	IMPLICIT_OK		0
cpd00301	0	IMPLICIT_OK		0
cpd00302	0	IMPLICIT_OK		0
cpd00303	0	IMPLICIT_OK		0
cpd00304	0	IMPLICIT_OK		0
cpd00305	1	BORDERLINE	aromatic_N+	0
cpd00306	0	IMPLICIT_OK		0
cpd00307	0	IMPLICIT_OK		0
cpd00308	-2	NEED_EXPLICIT	carboxylate	2
cpd00309	0	BORDERLINE	aromatic_N+	0
cpd00310	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00311	0	IMPLICIT_OK		0
cpd00312	1	BORDERLINE	ammonium	0
cpd00313	0	IMPLICIT_OK		0
cpd00314	0	IMPLICIT_OK		0
cpd00315	-2	NEED_EXPLICIT	phosphate	2
cpd00316	0	IMPLICIT_OK		0
cpd00317	5	BORDERLINE	ammonium	0
cpd00318	1	BORDERLINE	ammonium	0
cpd00319	0	IMPLICIT_OK		0
cpd00320	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd00321	-4	NEED_EXPLICIT	phosphate	4
cpd00322	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00323	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00324	0	IMPLICIT_OK		0
cpd00325	0	IMPLICIT_OK		0
cpd00326	-4	NEED_EXPLICIT	phosphate	4
cpd00327	-4	NEED_EXPLICIT	phosphate	4
cpd00328	3	BORDERLINE	guanidinium;ammonium	0
cpd00329	0	IMPLICIT_OK		0
cpd00330	-2	NEED_EXPLICIT	carboxylate	2
cpd00331	-3	NEED_EXPLICIT	carboxylate	3
cpd00332	-1	NEED_EXPLICIT	carboxylate	1
cpd00333	-1	NEED_EXPLICIT	carboxylate	1
cpd00334	0	IMPLICIT_OK		0
cpd00335	0	IMPLICIT_OK		0
cpd00336	-1	NEED_EXPLICIT	carboxylate	1
cpd00337	0	IMPLICIT_OK		0
cpd00338	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00339	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00340	-1	NEED_EXPLICIT	carboxylate	1
cpd00341	1	BORDERLINE	ammonium	0
cpd00342	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00343	-2	NEED_EXPLICIT	carboxylate	2
cpd00344	-1	NEED_EXPLICIT	carboxylate	2
cpd00345	-2	NEED_EXPLICIT	carboxylate	2
cpd00346	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00347	-1	NEED_EXPLICIT	carboxylate	2
cpd00348	-2	NEED_EXPLICIT	phosphate	2
cpd00349	-4	NEED_EXPLICIT	phosphate	4
cpd00350	-2	NEED_EXPLICIT	phosphate	2
cpd00351	-1	NEED_EXPLICIT	carboxylate;ammonium	3
cpd00352	-1	NEED_EXPLICIT	carboxylate	1
cpd00353	-3	NEED_EXPLICIT	carboxylate	3
cpd00355	-1	NEED_EXPLICIT	phosphate;aromatic_N+	2
cpd00356	-3	NEED_EXPLICIT	phosphate	3
cpd00357	-3	NEED_EXPLICIT	phosphate	3
cpd00358	-3	NEED_EXPLICIT	phosphate	3
cpd00359	0	IMPLICIT_OK		0
cpd00360	0	IMPLICIT_OK		0
cpd00361	0	IMPLICIT_OK		0
cpd00362	0	IMPLICIT_OK		0
cpd00363	0	IMPLICIT_OK		0
cpd00364	0	IMPLICIT_OK		0
cpd00365	0	IMPLICIT_OK		0
cpd00366	0	IMPLICIT_OK		0
cpd00367	0	IMPLICIT_OK		0
cpd00368	0	IMPLICIT_OK		0
cpd00369	0	IMPLICIT_OK		0
cpd00370	0	IMPLICIT_OK		0
cpd00371	0	IMPLICIT_OK		0
cpd00372	0	IMPLICIT_OK		0
cpd00373	-1	NEED_EXPLICIT	carboxylate	1
cpd00374	1	BORDERLINE	ammonium	0
cpd00376	-2	NEED_EXPLICIT	carboxylate	2
cpd00378	0	IMPLICIT_OK		0
cpd00379	-2	NEED_EXPLICIT	carboxylate	2
cpd00380	-2	NEED_EXPLICIT	carboxylate	2
cpd00381	0	NEED_EXPLICIT	carboxylate;ammonium	2
cpd00382	0	IMPLICIT_OK		0
cpd00383	-1	NEED_EXPLICIT	carboxylate	1
cpd00384	5	BORDERLINE	ammonium	0
cpd00385	0	IMPLICIT_OK		0
cpd00386	-2	NEED_EXPLICIT	carboxylate	2
cpd00387	-2	NEED_EXPLICIT	phosphate	2
cpd00388	-1	NEED_EXPLICIT	carboxylate	1
cpd00389	-2	NEED_EXPLICIT	carboxylate	2
cpd00390	-2	NEED_EXPLICIT	phosphate	2
cpd00391	-1	NEED_EXPLICIT	carboxylate	1
cpd00392	0	IMPLICIT_OK		0
cpd00393	-2	NEED_EXPLICIT	carboxylate	2
cpd00395	-1	NEED_EXPLICIT	sulfonate;carboxylate;ammonium	2
cpd00396	0	IMPLICIT_OK		0
cpd00397	0	IMPLICIT_OK		0
cpd00398	0	IMPLICIT_OK		0
cpd00399	-4	NEED_EXPLICIT	phosphate	4
cpd00400	-1	NEED_EXPLICIT	carboxylate	1
cpd00401	-4	NEED_EXPLICIT	phosphate	4
cpd00402	-2	NEED_EXPLICIT	phosphate	2
cpd00403	-1	NEED_EXPLICIT	carboxylate	1
cpd00404	1	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00405	0	IMPLICIT_OK		0
cpd00406	0	BORDERLINE	ammonium	1
cpd00407	0	IMPLICIT_OK		0
cpd00408	-1	NEED_EXPLICIT	carboxylate	1
cpd00409	0	IMPLICIT_OK		0
cpd00411	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00412	0	IMPLICIT_OK		0
cpd00413	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd00414	1	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00415	0	IMPLICIT_OK		0
cpd00416	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd00417	0	IMPLICIT_OK		0
cpd00418	0	IMPLICIT_OK		0
cpd00419	1	BORDERLINE	ammonium	0
cpd00420	0	IMPLICIT_OK		0
cpd00421	-4	NEED_EXPLICIT	phosphate	4
cpd00422	-4	NEED_EXPLICIT	phosphate	4
cpd00423	2	NEED_EXPLICIT	phosphate	1
cpd00424	0	NEED_EXPLICIT	carboxylate;ammonium	2
cpd00425	1	BORDERLINE	ammonium	0
cpd00426	-1	NEED_EXPLICIT	carboxylate	1
cpd00427	-1	NEED_EXPLICIT	carboxylate	1
cpd00428	0	IMPLICIT_OK		0
cpd00429	1	BORDERLINE	ammonium	0
cpd00430	0	IMPLICIT_OK		0
cpd00432	-2	NEED_EXPLICIT	carboxylate	2
cpd00433	0	IMPLICIT_OK		0
cpd00434	1	BORDERLINE	ammonium	0
cpd00435	0	IMPLICIT_OK		0
cpd00436	0	IMPLICIT_OK		0
cpd00437	-1	NEED_EXPLICIT	carboxylate	1
cpd00438	0	IMPLICIT_OK		0
cpd00439	0	IMPLICIT_OK		0
cpd00440	-2	NEED_EXPLICIT	phosphate;carboxylate	2
cpd00441	1	BORDERLINE	ammonium	0
cpd00442	-6	NEED_EXPLICIT	phosphate;carboxylate	6
cpd00443	-1	NEED_EXPLICIT	carboxylate	1
cpd00444	-1	NEED_EXPLICIT	phosphate;ammonium	2
cpd00445	1	BORDERLINE	ammonium	0
cpd00446	-1	NEED_EXPLICIT	phosphate	1
cpd00447	1	BORDERLINE	ammonium	0
cpd00448	0	IMPLICIT_OK		0
cpd00449	0	IMPLICIT_OK		0
cpd00450	0	IMPLICIT_OK		0
cpd00451	0	NEED_EXPLICIT	carboxylate;guanidinium	1
cpd00452	-4	NEED_EXPLICIT	phosphate	4
cpd00453	0	IMPLICIT_OK		0
cpd00454	-1	NEED_EXPLICIT	carboxylate	1
cpd00455	0	IMPLICIT_OK		0
cpd00456	-1	NEED_EXPLICIT	carboxylate	1
cpd00457	-1	NEED_EXPLICIT	phosphate;ammonium	2
cpd00458	0	IMPLICIT_OK		0
cpd00460	-1	NEED_EXPLICIT	sulfonate	1
cpd00461	-1	NEED_EXPLICIT	carboxylate	1
cpd00463	0	IMPLICIT_OK		0
cpd00464	0	IMPLICIT_OK		0
cpd00465	-1	NEED_EXPLICIT	carboxylate	1
cpd00466	0	IMPLICIT_OK		0
cpd00467	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd00469	0	IMPLICIT_OK		0
cpd00470	2	BORDERLINE	ammonium	0
cpd00471	-3	NEED_EXPLICIT	sulfonate;sulfate;phenolate	3
cpd00472	-3	NEED_EXPLICIT	phosphate;carboxylate	3
cpd00473	-1	NEED_EXPLICIT	carboxylate	1
cpd00474	0	IMPLICIT_OK		0
cpd00475	-2	NEED_EXPLICIT	phosphate	2
cpd00477	-2	NEED_EXPLICIT	carboxylate	2
cpd00478	-2	NEED_EXPLICIT	phosphate	2
cpd00479	-1	NEED_EXPLICIT	carboxylate	1
cpd00480	-1	NEED_EXPLICIT	carboxylate	1
cpd00481	-4	NEED_EXPLICIT	phosphate	4
cpd00482	-3	NEED_EXPLICIT	phosphate;carboxylate	3
cpd00483	-1	NEED_EXPLICIT	carboxylate	1
cpd00484	0	IMPLICIT_OK		0
cpd00485	-2	NEED_EXPLICIT	phosphate	2
cpd00486	0	IMPLICIT_OK		0
cpd00488	-1	NEED_EXPLICIT	carboxylate	1
cpd00489	-1	NEED_EXPLICIT	carboxylate	1
cpd00490	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00491	-2	NEED_EXPLICIT	phosphate	2
cpd00492	0	IMPLICIT_OK		0
cpd00493	-1	NEED_EXPLICIT	phosphate;ammonium	2
cpd00494	0	IMPLICIT_OK		0
cpd00495	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd00496	0	IMPLICIT_OK		0
cpd00497	-2	NEED_EXPLICIT	phosphate	2
cpd00498	-1	NEED_EXPLICIT	carboxylate	1
cpd00499	-4	NEED_EXPLICIT	phosphate	4
cpd00501	-2	NEED_EXPLICIT	phosphate	2
cpd00502	-2	NEED_EXPLICIT	carboxylate	2
cpd00503	-4	NEED_EXPLICIT	phosphate	4
cpd00504	0	NEED_EXPLICIT	carboxylate;ammonium	2
cpd00506	-2	NEED_EXPLICIT	carboxylate;thiolate;ammonium	3
cpd00507	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd00508	-1	NEED_EXPLICIT	carboxylate	1
cpd00509	-2	NEED_EXPLICIT	phosphate	2
cpd00510	-2	NEED_EXPLICIT	phosphate	2
cpd00511	0	IMPLICIT_OK		0
cpd00515	-2	NEED_EXPLICIT	carboxylate	2
cpd00516	0	NEED_EXPLICIT	carboxylate;ammonium	2
cpd00517	-2	NEED_EXPLICIT	phosphate	2
cpd00518	-1	NEED_EXPLICIT	carboxylate	1
cpd00519	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd00520	-1	NEED_EXPLICIT	carboxylate	1
cpd00521	-2	NEED_EXPLICIT	phosphate	2
cpd00522	-2	NEED_EXPLICIT	phosphate	2
cpd00523	-2	NEED_EXPLICIT	phosphate	2
cpd00524	0	IMPLICIT_OK		0
cpd00525	-4	NEED_EXPLICIT	phosphate;carboxylate	4
cpd00526	-1	NEED_EXPLICIT	carboxylate	1
cpd00527	-1	NEED_EXPLICIT	carboxylate	1
cpd00528	0	IMPLICIT_OK		0
cpd00530	-3	NEED_EXPLICIT	phosphate	3
cpd00531	2	IMPLICIT_OK		0
cpd00532	-1	IMPLICIT_OK		1
cpd00533	-2	NEED_EXPLICIT	phosphate	2
cpd00534	-1	IMPLICIT_OK		0
cpd00536	-1	NEED_EXPLICIT	carboxylate	1
cpd00537	0	IMPLICIT_OK		0
cpd00538	0	IMPLICIT_OK		0
cpd00540	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00541	-1	NEED_EXPLICIT	carboxylate	1
cpd00543	0	IMPLICIT_OK		0
cpd00544	1	BORDERLINE	ammonium	0
cpd00545	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00546	0	IMPLICIT_OK		0
cpd00547	-1	NEED_EXPLICIT	carboxylate;thiolate;ammonium	2
cpd00548	0	IMPLICIT_OK		0
cpd00549	1	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00550	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd00551	0	IMPLICIT_OK		0
cpd00552	-1	IMPLICIT_OK		0
cpd00553	1	BORDERLINE	ammonium	0
cpd00554	1	BORDERLINE	ammonium	0
cpd00555	1	BORDERLINE	ammonium	0
cpd00556	0	IMPLICIT_OK		0
