cpd	charge	triage	groups	n_anionic_sites
cpd40182	0	IMPLICIT_OK		0
cpd40184	-2	NEED_EXPLICIT	phosphate	2
cpd40185	-1	NEED_EXPLICIT	carboxylate	1
cpd40186	-1	NEED_EXPLICIT	carboxylate	1
cpd40187	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd40188	0	IMPLICIT_OK		0
cpd40189	-2	NEED_EXPLICIT	phosphate	2
cpd40196	-1	NEED_EXPLICIT	phosphate;ammonium	2
cpd40197	1	BORDERLINE	ammonium	0
cpd40198	-1	NEED_EXPLICIT	phosphate;ammonium	2
cpd40201	0	IMPLICIT_OK		0
cpd40202	0	IMPLICIT_OK		0
cpd40203	0	IMPLICIT_OK		0
cpd40206	2	NEED_EXPLICIT	carboxylate;ammonium	1
cpd40207	0	IMPLICIT_OK		0
cpd40208	0	IMPLICIT_OK		0
cpd40210	0	IMPLICIT_OK		0
cpd40214	-1	NEED_EXPLICIT	phosphate	1
cpd40215	0	IMPLICIT_OK		0
cpd40219	-1	NEED_EXPLICIT	carboxylate	1
cpd40220	0	IMPLICIT_OK		0
cpd40221	0	IMPLICIT_OK		0
cpd40222	0	IMPLICIT_OK		0
cpd40223	0	IMPLICIT_OK		0
cpd40224	0	IMPLICIT_OK		0
cpd40225	0	IMPLICIT_OK		0
cpd40226	0	IMPLICIT_OK		0
cpd40227	0	IMPLICIT_OK		0
cpd40228	0	IMPLICIT_OK		0
cpd40229	0	IMPLICIT_OK		0
cpd40231	1	BORDERLINE	ammonium	0
cpd40232	1	BORDERLINE	ammonium	0
cpd40233	1	BORDERLINE	ammonium	0
cpd40234	-2	NEED_EXPLICIT	phosphate	2
cpd40236	0	IMPLICIT_OK		0
cpd40238	0	IMPLICIT_OK		0
cpd40239	-1	NEED_EXPLICIT	carboxylate	1
cpd40240	-2	NEED_EXPLICIT	phosphate	2
cpd40241	-2	NEED_EXPLICIT	phosphate	2
cpd40243	1	BORDERLINE	ammonium	0
cpd40244	0	IMPLICIT_OK		0
cpd40245	0	IMPLICIT_OK		0
cpd40246	0	IMPLICIT_OK		0
cpd40247	0	IMPLICIT_OK		0
cpd40248	0	IMPLICIT_OK		0
cpd40249	0	IMPLICIT_OK		0
cpd40250	0	IMPLICIT_OK		0
cpd40251	0	IMPLICIT_OK		0
cpd40252	0	IMPLICIT_OK		0
cpd40253	0	IMPLICIT_OK		0
cpd40254	0	IMPLICIT_OK		0
cpd40255	1	BORDERLINE	ammonium	0
cpd40258	0	IMPLICIT_OK		0
cpd40260	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd40261	1	BORDERLINE	ammonium	0
cpd40262	1	BORDERLINE	ammonium	0
cpd40265	0	IMPLICIT_OK		0
cpd40266	0	IMPLICIT_OK		0
cpd40267	0	IMPLICIT_OK		0
cpd40268	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40269	-1	NEED_EXPLICIT	phosphate;ammonium	2
cpd40270	0	IMPLICIT_OK		0
cpd40271	0	IMPLICIT_OK		0
cpd40272	0	IMPLICIT_OK		0
cpd40273	1	BORDERLINE	ammonium	0
cpd40274	1	BORDERLINE	ammonium	0
cpd40275	1	BORDERLINE	ammonium	0
cpd40276	-1	NEED_EXPLICIT	phosphate;ammonium	2
cpd40277	0	IMPLICIT_OK		0
cpd40278	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40280	0	IMPLICIT_OK		0
cpd40281	0	IMPLICIT_OK		0
cpd40282	0	IMPLICIT_OK		0
cpd40283	-1	NEED_EXPLICIT	carboxylate	1
cpd40284	-1	NEED_EXPLICIT	carboxylate	1
cpd40285	-1	NEED_EXPLICIT	carboxylate	1
cpd40286	-4	NEED_EXPLICIT	phosphate	4
cpd40288	-4	NEED_EXPLICIT	phosphate	4
cpd40289	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40290	0	BORDERLINE	phenolate;ammonium	2
cpd40291	-2	NEED_EXPLICIT	phosphate	2
cpd40292	0	IMPLICIT_OK		0
cpd40293	-2	NEED_EXPLICIT	carboxylate;phenolate	3
cpd40294	0	IMPLICIT_OK		0
cpd40295	-3	NEED_EXPLICIT	phosphate;carboxylate;ammonium	4
cpd40296	-2	NEED_EXPLICIT	phosphate	2
cpd40297	-2	NEED_EXPLICIT	phosphate	2
cpd40298	-2	NEED_EXPLICIT	phosphate	2
cpd40299	-2	NEED_EXPLICIT	phosphate;carboxylate;ammonium	4
cpd40300	-4	NEED_EXPLICIT	phosphate	4
cpd40301	-4	NEED_EXPLICIT	phosphate	4
cpd40302	-4	NEED_EXPLICIT	phosphate	4
cpd40303	-4	NEED_EXPLICIT	phosphate	4
cpd40304	-4	NEED_EXPLICIT	phosphate	4
cpd40305	-4	NEED_EXPLICIT	phosphate	4
cpd40306	-4	NEED_EXPLICIT	phosphate	4
cpd40307	-4	NEED_EXPLICIT	phosphate	4
cpd40308	-4	NEED_EXPLICIT	phosphate	4
cpd40309	-4	NEED_EXPLICIT	phosphate	4
cpd40310	0	IMPLICIT_OK		0
cpd40311	0	IMPLICIT_OK		0
cpd40312	-2	NEED_EXPLICIT	phosphate	2
cpd40314	0	IMPLICIT_OK		0
cpd40316	-1	NEED_EXPLICIT	carboxylate	1
cpd40317	0	IMPLICIT_OK		0
cpd40318	0	IMPLICIT_OK		0
cpd40319	1	BORDERLINE	aromatic_N+	0
cpd40323	0	IMPLICIT_OK		0
cpd40325	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40326	-7	NEED_EXPLICIT	carboxylate;ammonium	8
cpd40327	-1	NEED_EXPLICIT	phosphate	1
cpd40328	-1	NEED_EXPLICIT	phosphate	1
cpd40329	-1	NEED_EXPLICIT	phosphate	1
cpd40330	-1	NEED_EXPLICIT	phosphate	1
cpd40331	-1	NEED_EXPLICIT	phosphate	1
cpd40332	-1	NEED_EXPLICIT	phosphate	1
cpd40333	-1	NEED_EXPLICIT	phosphate	1
cpd40334	-2	NEED_EXPLICIT	phosphate	2
cpd40335	-2	NEED_EXPLICIT	phosphate	2
cpd40336	2	BORDERLINE	ammonium	0
cpd40337	0	IMPLICIT_OK		0
cpd40338	-2	NEED_EXPLICIT	phosphate	2
cpd40339	0	IMPLICIT_OK		0
cpd40340	0	IMPLICIT_OK		0
cpd40341	-2	NEED_EXPLICIT	phosphate	2
cpd40342	0	IMPLICIT_OK		0
cpd40343	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40344	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40345	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40346	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40347	-1	NEED_EXPLICIT	carboxylate	1
cpd40349	-1	NEED_EXPLICIT	carboxylate	1
cpd40351	0	IMPLICIT_OK		0
cpd40352	0	IMPLICIT_OK		0
cpd40353	0	IMPLICIT_OK		0
cpd40354	-1	NEED_EXPLICIT	carboxylate	1
cpd40355	0	IMPLICIT_OK		0
cpd40356	-1	NEED_EXPLICIT	carboxylate	1
cpd40357	0	IMPLICIT_OK		0
cpd40362	0	IMPLICIT_OK		0
cpd40363	-4	NEED_EXPLICIT	phosphate	4
cpd40364	0	IMPLICIT_OK		0
cpd40365	0	IMPLICIT_OK		0
cpd40371	0	IMPLICIT_OK		1
cpd40372	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40373	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40374	0	IMPLICIT_OK		0
cpd40375	-4	NEED_EXPLICIT	phosphate	4
cpd40376	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40377	0	IMPLICIT_OK		0
cpd40378	-4	NEED_EXPLICIT	phosphate	4
cpd40379	-4	NEED_EXPLICIT	phosphate	4
cpd40380	0	IMPLICIT_OK		0
cpd40381	-4	NEED_EXPLICIT	phosphate	4
cpd40382	-4	NEED_EXPLICIT	phosphate	4
cpd40383	-4	NEED_EXPLICIT	phosphate	4
cpd40384	-4	NEED_EXPLICIT	phosphate	4
cpd40385	0	IMPLICIT_OK		0
cpd40386	0	IMPLICIT_OK		0
cpd40387	-4	NEED_EXPLICIT	phosphate	4
cpd40388	-4	NEED_EXPLICIT	phosphate	4
cpd40389	0	IMPLICIT_OK		0
cpd40390	1	BORDERLINE	ammonium	0
cpd40391	0	IMPLICIT_OK		0
cpd40394	-4	NEED_EXPLICIT	phosphate	4
cpd40395	-4	NEED_EXPLICIT	phosphate	4
cpd40396	-4	NEED_EXPLICIT	phosphate	4
cpd40397	-4	NEED_EXPLICIT	phosphate	4
cpd40398	-1	NEED_EXPLICIT	phosphate	1
cpd40399	-4	NEED_EXPLICIT	phosphate	4
cpd40400	-4	NEED_EXPLICIT	phosphate	4
cpd40401	-4	NEED_EXPLICIT	phosphate	4
cpd40402	-4	NEED_EXPLICIT	phosphate	4
cpd40404	-4	NEED_EXPLICIT	phosphate	4
cpd40405	-4	NEED_EXPLICIT	phosphate	4
cpd40406	-4	NEED_EXPLICIT	phosphate	4
cpd40407	-4	NEED_EXPLICIT	phosphate	4
cpd40408	-4	NEED_EXPLICIT	phosphate	4
cpd40411	-4	NEED_EXPLICIT	phosphate	4
cpd40412	-4	NEED_EXPLICIT	phosphate	4
cpd40413	-4	NEED_EXPLICIT	phosphate	4
cpd40414	-4	NEED_EXPLICIT	phosphate	4
cpd40415	-4	NEED_EXPLICIT	phosphate	4
cpd40416	-4	NEED_EXPLICIT	phosphate	4
cpd40417	-4	NEED_EXPLICIT	phosphate	4
cpd40418	-4	NEED_EXPLICIT	phosphate	4
cpd40419	-4	NEED_EXPLICIT	phosphate	4
cpd40420	-4	NEED_EXPLICIT	phosphate	4
cpd40421	-4	NEED_EXPLICIT	phosphate	4
cpd40422	-4	NEED_EXPLICIT	phosphate	4
cpd40423	-4	NEED_EXPLICIT	phosphate	4
cpd40424	-4	NEED_EXPLICIT	phosphate	4
cpd40425	-4	NEED_EXPLICIT	phosphate	4
cpd40426	-4	NEED_EXPLICIT	phosphate	4
cpd40427	-4	NEED_EXPLICIT	phosphate	4
cpd40428	-4	NEED_EXPLICIT	phosphate	4
cpd40429	-4	NEED_EXPLICIT	phosphate	4
cpd40430	-4	NEED_EXPLICIT	phosphate	4
cpd40431	-4	NEED_EXPLICIT	phosphate	4
cpd40432	-4	NEED_EXPLICIT	phosphate	4
cpd40433	-4	NEED_EXPLICIT	phosphate	4
cpd40434	-4	NEED_EXPLICIT	phosphate	4
cpd40435	-4	NEED_EXPLICIT	phosphate	4
cpd40436	-4	NEED_EXPLICIT	phosphate	4
cpd40437	-4	NEED_EXPLICIT	phosphate	4
cpd40438	-4	NEED_EXPLICIT	phosphate	4
cpd40440	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40448	-4	NEED_EXPLICIT	phosphate	4
cpd40449	-4	NEED_EXPLICIT	phosphate	4
cpd40450	-4	NEED_EXPLICIT	phosphate	4
cpd40451	-1	NEED_EXPLICIT	phosphate;aromatic_N+	2
cpd40456	0	IMPLICIT_OK		0
cpd40475	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40477	-2	NEED_EXPLICIT	phosphate	2
cpd40478	-2	NEED_EXPLICIT	phosphate	2
cpd40479	-2	NEED_EXPLICIT	phosphate	2
cpd40480	-2	NEED_EXPLICIT	phosphate	2
cpd40481	-2	NEED_EXPLICIT	phosphate	2
cpd40482	-2	NEED_EXPLICIT	phosphate	2
cpd40483	-2	NEED_EXPLICIT	phosphate	2
cpd40484	-2	NEED_EXPLICIT	phosphate	2
cpd40485	-2	NEED_EXPLICIT	phosphate	2
cpd40486	-2	NEED_EXPLICIT	phosphate	2
cpd40487	-2	NEED_EXPLICIT	phosphate	2
cpd40488	-2	NEED_EXPLICIT	phosphate	2
cpd40489	-2	NEED_EXPLICIT	phosphate	2
cpd40490	-2	NEED_EXPLICIT	phosphate	2
cpd40491	-2	NEED_EXPLICIT	phosphate	2
cpd40493	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd40494	-4	NEED_EXPLICIT	phosphate	4
cpd40495	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40496	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40497	-2	NEED_EXPLICIT	phosphate	2
cpd40498	-2	NEED_EXPLICIT	phosphate	2
cpd40504	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd40507	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd40508	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd40509	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd40510	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd40514	-2	NEED_EXPLICIT	phosphate	2
cpd40515	-2	NEED_EXPLICIT	phosphate	2
cpd40516	-2	NEED_EXPLICIT	phosphate	2
cpd40517	-2	NEED_EXPLICIT	phosphate	2
cpd40518	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40519	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40520	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40521	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40522	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40523	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40524	0	IMPLICIT_OK		0
cpd40525	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40528	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40529	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40530	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd40532	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40534	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd40535	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40541	-2	NEED_EXPLICIT	phosphate	2
cpd40542	-2	NEED_EXPLICIT	phosphate	2
cpd40544	-2	NEED_EXPLICIT	phosphate	2
cpd40545	-4	NEED_EXPLICIT	phosphate	4
cpd40546	-2	NEED_EXPLICIT	phosphate	2
cpd40550	-1	NEED_EXPLICIT	phosphate	1
cpd40551	-1	NEED_EXPLICIT	phosphate	1
cpd40559	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40560	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40561	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40562	-1	NEED_EXPLICIT	carboxylate	1
cpd40569	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40573	-1	NEED_EXPLICIT	phosphate	1
cpd40576	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40577	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40578	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40579	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40580	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40581	-1	NEED_EXPLICIT	carboxylate	1
cpd40582	0	IMPLICIT_OK		0
cpd40583	0	IMPLICIT_OK		0
cpd40584	0	IMPLICIT_OK		0
cpd40585	0	IMPLICIT_OK		0
cpd40586	0	IMPLICIT_OK		0
cpd40587	0	IMPLICIT_OK		0
cpd40588	0	IMPLICIT_OK		0
cpd40589	0	IMPLICIT_OK		0
cpd40590	0	IMPLICIT_OK		0
cpd40591	0	IMPLICIT_OK		0
cpd40592	0	IMPLICIT_OK		0
cpd40593	0	IMPLICIT_OK		0
cpd40594	0	IMPLICIT_OK		0
cpd40596	0	IMPLICIT_OK		0
cpd40597	0	IMPLICIT_OK		0
cpd40598	0	IMPLICIT_OK		0
cpd40599	0	IMPLICIT_OK		0
cpd40600	0	IMPLICIT_OK		0
cpd40601	0	IMPLICIT_OK		0
cpd40602	0	IMPLICIT_OK		0
cpd40603	0	IMPLICIT_OK		0
cpd40604	0	IMPLICIT_OK		0
cpd40605	0	IMPLICIT_OK		0
cpd40606	0	IMPLICIT_OK		0
cpd40607	0	IMPLICIT_OK		0
cpd40608	0	IMPLICIT_OK		0
cpd40609	0	IMPLICIT_OK		0
cpd40610	0	IMPLICIT_OK		0
cpd40611	0	IMPLICIT_OK		0
cpd40612	0	IMPLICIT_OK		0
cpd40613	0	IMPLICIT_OK		0
cpd40614	0	IMPLICIT_OK		0
cpd40617	0	IMPLICIT_OK		0
cpd40618	0	IMPLICIT_OK		0
cpd40619	0	IMPLICIT_OK		0
cpd40620	0	IMPLICIT_OK		0
cpd40621	0	IMPLICIT_OK		0
cpd40622	0	IMPLICIT_OK		0
cpd40623	0	IMPLICIT_OK		0
cpd40624	0	IMPLICIT_OK		0
cpd40625	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40626	0	IMPLICIT_OK		0
cpd40627	0	IMPLICIT_OK		0
cpd40628	0	IMPLICIT_OK		0
cpd40629	0	IMPLICIT_OK		0
cpd40630	0	IMPLICIT_OK		0
cpd40631	0	IMPLICIT_OK		0
cpd40632	0	IMPLICIT_OK		0
cpd40633	0	IMPLICIT_OK		0
cpd40634	0	IMPLICIT_OK		0
cpd40635	0	IMPLICIT_OK		0
cpd40636	0	IMPLICIT_OK		0
cpd40637	0	IMPLICIT_OK		0
cpd40638	0	IMPLICIT_OK		0
cpd40639	0	IMPLICIT_OK		0
cpd40640	0	IMPLICIT_OK		0
cpd40641	0	IMPLICIT_OK		0
cpd40642	0	IMPLICIT_OK		0
cpd40643	0	IMPLICIT_OK		0
cpd40644	0	IMPLICIT_OK		0
cpd40646	0	IMPLICIT_OK		0
cpd40647	0	IMPLICIT_OK		0
cpd40649	0	IMPLICIT_OK		0
cpd40650	-1	NEED_EXPLICIT	carboxylate	1
cpd40651	0	IMPLICIT_OK		0
cpd40653	0	IMPLICIT_OK		0
cpd40655	0	IMPLICIT_OK		0
cpd40656	0	IMPLICIT_OK		0
cpd40662	-1	NEED_EXPLICIT	carboxylate	1
cpd40663	0	IMPLICIT_OK		0
cpd40664	0	IMPLICIT_OK		0
cpd40665	0	IMPLICIT_OK		0
cpd40666	0	IMPLICIT_OK		0
cpd40667	0	IMPLICIT_OK		0
cpd40668	0	IMPLICIT_OK		0
cpd40669	0	IMPLICIT_OK		0
cpd40670	0	IMPLICIT_OK		0
cpd40671	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40672	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40673	0	IMPLICIT_OK		0
cpd40674	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40675	0	IMPLICIT_OK		0
cpd40676	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40677	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40678	0	IMPLICIT_OK		0
cpd40680	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40681	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40682	0	IMPLICIT_OK		0
cpd40683	0	IMPLICIT_OK		0
cpd40684	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40685	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40686	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40689	0	IMPLICIT_OK		0
cpd40690	-2	NEED_EXPLICIT	carboxylate	2
cpd40691	0	IMPLICIT_OK		0
cpd40692	-1	NEED_EXPLICIT	carboxylate	1
cpd40693	-2	NEED_EXPLICIT	carboxylate	2
cpd40694	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40695	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40696	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40697	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40698	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40699	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40700	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40701	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40702	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40703	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40704	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40705	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40706	-4	NEED_EXPLICIT	phosphate	4
cpd40707	-4	NEED_EXPLICIT	phosphate	4
cpd40708	-4	NEED_EXPLICIT	phosphate	4
cpd40709	-4	NEED_EXPLICIT	phosphate	4
cpd40710	-4	NEED_EXPLICIT	phosphate	4
cpd40711	-4	NEED_EXPLICIT	phosphate	4
cpd40712	-4	NEED_EXPLICIT	phosphate	4
cpd40713	-4	NEED_EXPLICIT	phosphate	4
cpd40714	-4	NEED_EXPLICIT	phosphate	4
cpd40715	-4	NEED_EXPLICIT	phosphate	4
cpd40716	-4	NEED_EXPLICIT	phosphate	4
cpd40717	-4	NEED_EXPLICIT	phosphate	4
cpd40718	-4	NEED_EXPLICIT	phosphate	4
cpd40719	-4	NEED_EXPLICIT	phosphate	4
cpd40720	-4	NEED_EXPLICIT	phosphate	4
cpd40721	-4	NEED_EXPLICIT	phosphate	4
cpd40722	-4	NEED_EXPLICIT	phosphate	4
cpd40723	-4	NEED_EXPLICIT	phosphate	4
cpd40724	-4	NEED_EXPLICIT	phosphate	4
cpd40725	-4	NEED_EXPLICIT	phosphate	4
cpd40726	-4	NEED_EXPLICIT	phosphate	4
cpd40727	-4	NEED_EXPLICIT	phosphate	4
cpd40728	-4	NEED_EXPLICIT	phosphate	4
cpd40729	-4	NEED_EXPLICIT	phosphate	4
cpd40730	-4	NEED_EXPLICIT	phosphate	4
cpd40731	-4	NEED_EXPLICIT	phosphate	4
cpd40732	-4	NEED_EXPLICIT	phosphate	4
cpd40733	-4	NEED_EXPLICIT	phosphate	4
cpd40734	-4	NEED_EXPLICIT	phosphate	4
cpd40735	-4	NEED_EXPLICIT	phosphate	4
cpd40736	-4	NEED_EXPLICIT	phosphate	4
cpd40737	-4	NEED_EXPLICIT	phosphate	4
cpd40738	-4	NEED_EXPLICIT	phosphate	4
cpd40739	-4	NEED_EXPLICIT	phosphate	4
cpd40740	-4	NEED_EXPLICIT	phosphate	4
cpd40741	-4	NEED_EXPLICIT	phosphate	4
cpd40743	-4	NEED_EXPLICIT	phosphate	4
cpd40744	-4	NEED_EXPLICIT	phosphate	4
cpd40745	-4	NEED_EXPLICIT	phosphate	4
cpd40746	-4	NEED_EXPLICIT	phosphate	4
cpd40747	-4	NEED_EXPLICIT	phosphate	4
cpd40748	-4	NEED_EXPLICIT	phosphate	4
cpd40749	-4	NEED_EXPLICIT	phosphate	4
cpd40750	-4	NEED_EXPLICIT	phosphate	4
cpd40751	-4	NEED_EXPLICIT	phosphate	4
cpd40752	-4	NEED_EXPLICIT	phosphate	4
cpd40753	-4	NEED_EXPLICIT	phosphate	4
cpd40754	0	IMPLICIT_OK		0
cpd40755	-4	NEED_EXPLICIT	phosphate	4
cpd40756	-4	NEED_EXPLICIT	phosphate	4
cpd40757	-4	NEED_EXPLICIT	phosphate	4
cpd40758	-4	NEED_EXPLICIT	phosphate	4
cpd40759	-4	NEED_EXPLICIT	phosphate	4
cpd40760	-4	NEED_EXPLICIT	phosphate	4
cpd40762	-4	NEED_EXPLICIT	phosphate	4
cpd40763	-4	NEED_EXPLICIT	phosphate	4
cpd40764	-4	NEED_EXPLICIT	phosphate	4
cpd40765	-4	NEED_EXPLICIT	phosphate	4
cpd40766	-4	NEED_EXPLICIT	phosphate	4
cpd40771	-1	NEED_EXPLICIT	carboxylate	1
cpd40772	-1	NEED_EXPLICIT	carboxylate	1
cpd40773	-1	NEED_EXPLICIT	carboxylate	1
cpd40774	-1	NEED_EXPLICIT	carboxylate	1
cpd40776	-1	NEED_EXPLICIT	carboxylate	1
cpd40777	-1	NEED_EXPLICIT	carboxylate	1
cpd40778	-1	NEED_EXPLICIT	carboxylate	1
cpd40779	-1	NEED_EXPLICIT	carboxylate	1
cpd40780	-1	NEED_EXPLICIT	carboxylate	1
cpd40781	-1	NEED_EXPLICIT	carboxylate	1
cpd40782	-2	NEED_EXPLICIT	carboxylate	2
cpd40783	-1	NEED_EXPLICIT	carboxylate	1
cpd40784	1	BORDERLINE	ammonium	0
cpd40785	1	BORDERLINE	ammonium	0
cpd40786	-2	NEED_EXPLICIT	sulfonate;sulfate;carboxylate;phenolate;ammonium	3
cpd40787	-1	NEED_EXPLICIT	carboxylate;phenolate;ammonium	2
cpd40788	0	IMPLICIT_OK		0
cpd40789	-1	NEED_EXPLICIT	phosphate	1
cpd40790	-1	NEED_EXPLICIT	phosphate	1
cpd40791	-1	NEED_EXPLICIT	carboxylate	1
cpd40792	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40793	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40794	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40795	-4	NEED_EXPLICIT	phosphate	4
cpd40796	-1	NEED_EXPLICIT	carboxylate	1
cpd40797	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40798	0	NEED_EXPLICIT	carboxylate;ammonium	1
cpd40799	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40800	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40801	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40802	-5	NEED_EXPLICIT	phosphate;carboxylate	5
cpd40803	-1	NEED_EXPLICIT	carboxylate;ammonium	2
cpd40804	-2	NEED_EXPLICIT	phosphate	2
cpd40805	0	IMPLICIT_OK		0
cpd40806	-2	NEED_EXPLICIT	phosphate	2
cpd40807	0	IMPLICIT_OK		0
cpd40808	0	IMPLICIT_OK		0
cpd40809	-4	NEED_EXPLICIT	phosphate	4
cpd40810	0	IMPLICIT_OK		0
cpd40811	-2	NEED_EXPLICIT	phosphate	2
cpd40812	0	IMPLICIT_OK		0
cpd40813	0	IMPLICIT_OK		0
cpd40814	-2	NEED_EXPLICIT	phosphate	2
cpd40815	-3	NEED_EXPLICIT	phosphate	3
cpd40816	-5	NEED_EXPLICIT	phosphate	5
cpd40817	-3	NEED_EXPLICIT	phosphate	3
cpd40818	-5	NEED_EXPLICIT	phosphate	5
cpd40819	0	IMPLICIT_OK		0
cpd40820	0	IMPLICIT_OK		0
cpd40821	0	IMPLICIT_OK		0
cpd40822	0	IMPLICIT_OK		0
cpd40823	0	IMPLICIT_OK		0
cpd40824	0	IMPLICIT_OK		0
cpd40825	-3	NEED_EXPLICIT	phosphate	3
cpd40826	-3	NEED_EXPLICIT	phosphate	3
cpd40827	-3	NEED_EXPLICIT	phosphate	3
cpd40829	-3	NEED_EXPLICIT	phosphate	3
cpd40830	0	IMPLICIT_OK		0
cpd40831	-2	NEED_EXPLICIT	phosphate	2
cpd40832	-2	NEED_EXPLICIT	phosphate	2
cpd40834	-2	NEED_EXPLICIT	phosphate	2
cpd40835	-2	NEED_EXPLICIT	phosphate	2
cpd40836	-4	NEED_EXPLICIT	phosphate	4
cpd40837	-2	NEED_EXPLICIT	phosphate	2
cpd40840	-4	NEED_EXPLICIT	phosphate	4
cpd40845	0	NEED_EXPLICIT	phosphate;ammonium	1
cpd40846	-4	NEED_EXPLICIT	phosphate	4
cpd40854	-4	NEED_EXPLICIT	phosphate	4
cpd40855	-1	NEED_EXPLICIT	phosphate;carboxylate;ammonium	2
cpd40857	0	IMPLICIT_OK		0
cpd40858	0	IMPLICIT_OK		0
cpd40859	0	IMPLICIT_OK		0
cpd40860	0	IMPLICIT_OK		0
cpd40861	0	IMPLICIT_OK		0
cpd40862	0	IMPLICIT_OK		0
cpd40863	0	IMPLICIT_OK		0
cpd40864	0	IMPLICIT_OK		0
cpd40865	0	IMPLICIT_OK		0
cpd40866	0	IMPLICIT_OK		0
cpd40867	0	IMPLICIT_OK		0
cpd40868	1	NEED_EXPLICIT	carboxylate;ammonium	1
cpd40869	1	NEED_EXPLICIT	carboxylate;ammonium	1
