modelseed_rxn,name,ec,enzyme_name,equation_definition,equation_ids,tecrdb_reaction,n_measurements,match_tier,dGpredictor_modelseed_dG_kJ,tecrdb_dG_kJ,diff_kJ,abs_diff_kJ,dGpredictor_modelseed_dG_kcal,tecrdb_dG_kcal,diff_kcal,abs_diff_kcal,dGpredictor_modelseed_err_kJ,tecrdb_dG_sd_kJ,combined_err_kJ,significant,other_GroupContribution_dG_kJ,other_dGPredictor_original_dG_kJ,other_eQuilibrator_dG_kJ,tecrdb_dG_min_kJ,tecrdb_dG_max_kJ,pH_min,pH_max,T_min,T_max,ms_orientation_vs_canonical,reactants_smiles,products_smiles,reaction_smiles,reaction_smiles_complete
rxn13933,mannitol-1-phosphate 5-dehydrogenase,1.1.1.17,mannitol-1-phosphate 5-dehydrogenase;mannitol-1-phosphate dehydrogenase,"(1) NAD[0] + (1) D-mannitol, 1-(dihydrogenphosphate)[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-fructose-6-phosphate[0]",(1) cpd00003[0] + (1) cpd27436[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00072[0],kegg:C00644 + kegg:C00003 = kegg:C00085 + kegg:C00004,5,stereo_exact,10.2,0.584,9.616,9.616,2.438,0.14,2.298,2.298,3.77,7.126,8.062,True,8.41,11.506,18.451,-0.236,13.134,7.0,9.0,296.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 O=P([O-])([O-])OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 O=P([O-])([O-])OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=P([O-])([O-])OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=P([O-])([O-])OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,True
rxn13943,mannitol-1-phosphate 5-dehydrogenase,1.1.1.17,mannitol-1-phosphate 5-dehydrogenase;mannitol-1-phosphate dehydrogenase,"(1) NAD[0] + (1) D-mannitol, 1-(dihydrogenphosphate)[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-fructose-6-phosphate[0]",(1) cpd00003[0] + (1) cpd27436[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00072[0],kegg:C00644 + kegg:C00003 = kegg:C00085 + kegg:C00004,5,stereo_exact,10.2,0.584,9.616,9.616,2.438,0.14,2.298,2.298,3.77,7.126,8.062,True,8.41,11.506,18.451,-0.236,13.134,7.0,9.0,296.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 O=P([O-])([O-])OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 O=P([O-])([O-])OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=P([O-])([O-])OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=P([O-])([O-])OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,True
rxn01137,Adenosine aminohydrolase,3.5.4.4,adenosine deaminase,(1) H2O[0] + (1) H+[0] + (1) Adenosine[0] <=> (1) NH3[0] + (1) Inosine[0],(1) cpd00001[0] + (1) cpd00067[0] + (1) cpd00182[0] <=> (1) cpd00013[0] + (1) cpd00246[0],kegg:C00212 + kegg:C00001 = kegg:C00294 + kegg:C00014,15,stereo_exact,-23.971,-14.486,-9.485,9.485,-5.729,-3.462,-2.267,2.267,3.727,2.637,4.565,True,-35.48,-23.64,-22.97,-22.38,-13.02,6.5,10.18,298.15,298.15,same,1 O; 1 [H+]; 1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1 [NH4+]; 1 O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O.[H+].Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O>>[NH4+].O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,True
rxn29985,Adenosine deaminase,3.5.4.4,adenosine deaminase,(1) H2O[0] + (1) H+[0] + (1) Adenosine[0] <=> (1) NH3[0] + (1) Inosine[0],(1) cpd00001[0] + (1) cpd00067[0] + (1) cpd00182[0] <=> (1) cpd00013[0] + (1) cpd00246[0],kegg:C00212 + kegg:C00001 = kegg:C00294 + kegg:C00014,15,stereo_exact,-23.971,-14.486,-9.485,9.485,-5.729,-3.462,-2.267,2.267,3.727,2.637,4.565,True,-35.48,-23.64,-22.97,-22.38,-13.02,6.5,10.18,298.15,298.15,same,1 O; 1 [H+]; 1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1 [NH4+]; 1 O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O.[H+].Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O>>[NH4+].O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,True
rxn31888,Adenosine deaminase,3.5.4.4,adenosine deaminase,(1) H2O[0] + (1) H+[0] + (1) Adenosine[0] <=> (1) NH3[0] + (1) Inosine[0],(1) cpd00001[0] + (1) cpd00067[0] + (1) cpd00182[0] <=> (1) cpd00013[0] + (1) cpd00246[0],kegg:C00212 + kegg:C00001 = kegg:C00294 + kegg:C00014,15,stereo_exact,-23.971,-14.486,-9.485,9.485,-5.729,-3.462,-2.267,2.267,3.727,2.637,4.565,True,-35.48,-23.64,-22.97,-22.38,-13.02,6.5,10.18,298.15,298.15,same,1 O; 1 [H+]; 1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1 [NH4+]; 1 O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O.[H+].Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O>>[NH4+].O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,True
rxn31938,Adenosine deaminase,3.5.4.4,adenosine deaminase,(1) H2O[0] + (1) H+[0] + (1) Adenosine[0] <=> (1) NH3[0] + (1) Inosine[0],(1) cpd00001[0] + (1) cpd00067[0] + (1) cpd00182[0] <=> (1) cpd00013[0] + (1) cpd00246[0],kegg:C00212 + kegg:C00001 = kegg:C00294 + kegg:C00014,15,stereo_exact,-23.971,-14.486,-9.485,9.485,-5.729,-3.462,-2.267,2.267,3.727,2.637,4.565,True,-35.48,-23.64,-22.97,-22.38,-13.02,6.5,10.18,298.15,298.15,same,1 O; 1 [H+]; 1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1 [NH4+]; 1 O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O.[H+].Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O>>[NH4+].O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,True
rxn31940,Adenosine deaminase,3.5.4.4,adenosine deaminase,(1) H2O[0] + (1) H+[0] + (1) Adenosine[0] <=> (1) NH3[0] + (1) Inosine[0],(1) cpd00001[0] + (1) cpd00067[0] + (1) cpd00182[0] <=> (1) cpd00013[0] + (1) cpd00246[0],kegg:C00212 + kegg:C00001 = kegg:C00294 + kegg:C00014,15,stereo_exact,-23.971,-14.486,-9.485,9.485,-5.729,-3.462,-2.267,2.267,3.727,2.637,4.565,True,-35.48,-23.64,-22.97,-22.38,-13.02,6.5,10.18,298.15,298.15,same,1 O; 1 [H+]; 1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1 [NH4+]; 1 O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O.[H+].Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O>>[NH4+].O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,True
rxn31942,Adenosine deaminase,3.5.4.4,adenosine deaminase,(1) H2O[0] + (1) H+[0] + (1) Adenosine[0] <=> (1) NH3[0] + (1) Inosine[0],(1) cpd00001[0] + (1) cpd00067[0] + (1) cpd00182[0] <=> (1) cpd00013[0] + (1) cpd00246[0],kegg:C00212 + kegg:C00001 = kegg:C00294 + kegg:C00014,15,stereo_exact,-23.971,-14.486,-9.485,9.485,-5.729,-3.462,-2.267,2.267,3.727,2.637,4.565,True,-35.48,-23.64,-22.97,-22.38,-13.02,6.5,10.18,298.15,298.15,same,1 O; 1 [H+]; 1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1 [NH4+]; 1 O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O.[H+].Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O>>[NH4+].O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,True
rxn15964,"5,10-methylenetetrahydromethanopterin:glycine hydroxymethyltransferase",2.1.2.1,glycine hydroxymethyltransferase,"(1) L-Serine[0] + (1) H4MPT[0] <=> (1) H2O[0] + (1) Glycine[0] + (1) 5,10-Methylenetetrahydromethanopterin[0]",(1) cpd00054[0] + (1) cpd00895[0] <=> (1) cpd00001[0] + (1) cpd00033[0] + (1) cpd02679[0],kegg:C04377 + kegg:C00037 + kegg:C00001 = kegg:C01217 + kegg:C00065,1,stereo_exact,-15.993,-7.129,-8.863,8.863,-3.822,-1.704,-2.118,2.118,5.12,0.0,5.12,True,-7.322,-11.548,-9.832,-7.129,-7.129,7.4,7.4,310.15,310.15,reversed,1 [NH3+][C@@H](CO)C(=O)[O-]; 1 C[C@@H]1Nc2[nH]c(N)nc(=O)c2N[C@H]1[C@@H](C)Nc1ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]2O[C@H](COP(=O)([O-])O[C@@H](CCC(=O)[O-])C(=O)[O-])[C@@H](O)[C@H]2O)cc1,1 O; 1 [NH3+]CC(=O)[O-]; 1 C[C@@H]1Nc2[nH]c(N)nc(=O)c2N2CN(c3ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]4O[C@H](COP(=O)([O-])O[C@@H](CCC(=O)[O-])C(=O)[O-])[C@@H](O)[C@H]4O)cc3)[C@H](C)[C@@H]12,[NH3+][C@@H](CO)C(=O)[O-].C[C@@H]1Nc2[nH]c(N)nc(=O)c2N[C@H]1[C@@H](C)Nc1ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]2O[C@H](COP(=O)([O-])O[C@@H](CCC(=O)[O-])C(=O)[O-])[C@@H](O)[C@H]2O)cc1>>O.[NH3+]CC(=O)[O-].C[C@@H]1Nc2[nH]c(N)nc(=O)c2N2CN(c3ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]4O[C@H](COP(=O)([O-])O[C@@H](CCC(=O)[O-])C(=O)[O-])[C@@H](O)[C@H]4O)cc3)[C@H](C)[C@@H]12,True
rxn01451,(S)-3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase,1.1.1.35,3-hydroxyacyl-CoA dehydrogenase,(1) NAD[0] + (1) (S)-3-Hydroxybutyryl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetoacetyl-CoA[0],(1) cpd00003[0] + (1) cpd00842[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00279[0],kegg:C01144 + kegg:C00003 = kegg:C00332 + kegg:C00004,6,stereo_exact,17.672,8.909,8.764,8.764,4.224,2.129,2.095,2.095,3.896,6.939,7.958,True,15.732,18.41,17.531,0.374,18.269,7.0,10.0,298.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 C[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.C[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],True
rxn20475,3-hydroxyacyl-CoA dehydrogenase,1.1.1.35,3-hydroxyacyl-CoA dehydrogenase,(1) NAD[0] + (1) (S)-3-Hydroxybutyryl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetoacetyl-CoA[0],(1) cpd00003[0] + (1) cpd00842[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00279[0],kegg:C01144 + kegg:C00003 = kegg:C00332 + kegg:C00004,6,stereo_exact,17.672,8.909,8.764,8.764,4.224,2.129,2.095,2.095,3.896,6.939,7.958,True,15.732,18.41,17.531,0.374,18.269,7.0,10.0,298.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 C[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.C[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],True
rxn27455,Long-chain-3-hydroxyacyl-CoA dehydrogenase,1.1.1.35,3-hydroxyacyl-CoA dehydrogenase,(1) NAD[0] + (1) (S)-3-Hydroxybutyryl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetoacetyl-CoA[0],(1) cpd00003[0] + (1) cpd00842[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00279[0],kegg:C01144 + kegg:C00003 = kegg:C00332 + kegg:C00004,6,stereo_exact,17.672,8.909,8.764,8.764,4.224,2.129,2.095,2.095,3.896,6.939,7.958,True,15.732,18.41,17.531,0.374,18.269,7.0,10.0,298.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 C[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.C[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],True
rxn01407,(S)-Carnitine:NAD+ oxidoreductase,1.1.1.108,carnitine dehydrogenase,(1) NAD[0] + (1) D-Carnitine[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Dehydrocarnitine[0],(1) cpd00003[0] + (1) cpd10719[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd01715[0],kegg:C15025 + kegg:C00003 = kegg:C02636 + kegg:C00004,2,stereo_exact,25.881,17.842,8.039,8.039,6.186,4.264,1.921,1.921,4.434,3.996,5.969,True,15.732,26.61,26.15,15.017,20.667,8.0,9.0,295.15,295.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 C[N+](C)(C)C[C@@H](O)CC(=O)[O-],1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 C[N+](C)(C)CC(=O)CC(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.C[N+](C)(C)C[C@@H](O)CC(=O)[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].C[N+](C)(C)CC(=O)CC(=O)[O-],True
rxn12158,ADP:alpha-D-aldose-1-phosphate adenylyltransferase,2.7.7,ADP-glucose phosphorylase,(1) ADP[0] + (1) Glucose-1-phosphate[0] <=> (1) Phosphate[0] + (1) ADPglucose[0],(1) cpd00008[0] + (1) cpd00089[0] <=> (1) cpd00009[0] + (1) cpd00387[0],kegg:C00008 + kegg:C00103 = kegg:C00498 + kegg:C00009,2,stereo_exact,14.564,6.567,7.997,7.997,3.481,1.57,1.911,1.911,3.763,3.645,5.239,True,50.334,9.288,-0.377,3.99,9.145,7.0,7.0,298.15,298.15,same,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1 O=P([O-])([O-])O; 1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O>>O=P([O-])([O-])O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,True
rxn00171,acetaldehyde:NAD+ oxidoreductase (CoA-acetylating),1.2.1.10,acetaldehyde dehydrogenase (acetylating),(1) NAD[0] + (1) CoA[0] + (1) Acetaldehyde[0] <=> (1) NADH[0] + (1) Acetyl-CoA[0] + (1) H+[0],(1) cpd00003[0] + (1) cpd00010[0] + (1) cpd00071[0] <=> (1) cpd00004[0] + (1) cpd00022[0] + (1) cpd00067[0],kegg:C00084 + kegg:C00010 + kegg:C00003 = kegg:C00024 + kegg:C00004,4,stereo_exact,-12.56,-20.43,7.87,7.87,-3.002,-4.883,1.881,1.881,3.909,2.353,4.562,True,-19.665,-15.774,-17.489,-22.34,-17.576,7.0,7.89,298.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS; 1 CC=O,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]; 1 [H+],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC=O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H+],True
