modelseed_rxn,name,ec,enzyme_name,equation_definition,equation_ids,tecrdb_reaction,n_measurements,match_tier,dGpredictor_modelseed_dG_kJ,tecrdb_dG_kJ,diff_kJ,abs_diff_kJ,dGpredictor_modelseed_dG_kcal,tecrdb_dG_kcal,diff_kcal,abs_diff_kcal,dGpredictor_modelseed_err_kJ,tecrdb_dG_sd_kJ,combined_err_kJ,significant,other_GroupContribution_dG_kJ,other_dGPredictor_original_dG_kJ,other_eQuilibrator_dG_kJ,tecrdb_dG_min_kJ,tecrdb_dG_max_kJ,pH_min,pH_max,T_min,T_max,ms_orientation_vs_canonical,reactants_smiles,products_smiles,reaction_smiles,reaction_smiles_complete
rxn19769,GDPKIN-RXN.n,2.7.4.6,nucleoside-diphosphate kinase,(1) ATP[0] + (1) GDP[0] <=> (1) ADP[0] + (1) GTP[0],(1) cpd00002[0] + (1) cpd00031[0] <=> (1) cpd00008[0] + (1) cpd00038[0],kegg:C00002 + kegg:C00035 = kegg:C00008 + kegg:C00044,1,stereo_exact,-0.046,-0.101,0.056,0.056,-0.011,-0.024,0.013,0.013,3.621,0.0,3.621,False,0.0,0.042,-2.51,-0.101,-0.101,7.0,7.0,311.15,311.15,same,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,True
rxn27697,Alanine aminotransferase,2.6.1.2,alanine aminotransferase;alanine transaminase,(1) 2-Oxoglutarate[0] + (1) L-Alanine[0] <=> (1) Pyruvate[0] + (1) L-Glutamate[0],(1) cpd00024[0] + (1) cpd00035[0] <=> (1) cpd00020[0] + (1) cpd00023[0],kegg:C00041 + kegg:C00026 = kegg:C00022 + kegg:C00025,12,stereo_exact,1.015,0.959,0.056,0.056,0.243,0.229,0.013,0.013,3.678,1.016,3.815,False,0.0,0.669,0.293,-1.955,1.881,6.6,8.0,298.15,313.15,same,1 O=C([O-])CCC(=O)C(=O)[O-]; 1 C[C@H]([NH3+])C(=O)[O-],1 CC(=O)C(=O)[O-]; 1 [NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].C[C@H]([NH3+])C(=O)[O-]>>CC(=O)C(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],True
rxn27698,glutamic-pyruvic aminotransferase,2.6.1.2,alanine aminotransferase;alanine transaminase,(1) 2-Oxoglutarate[0] + (1) L-Alanine[0] <=> (1) Pyruvate[0] + (1) L-Glutamate[0],(1) cpd00024[0] + (1) cpd00035[0] <=> (1) cpd00020[0] + (1) cpd00023[0],kegg:C00041 + kegg:C00026 = kegg:C00022 + kegg:C00025,12,stereo_exact,1.015,0.959,0.056,0.056,0.243,0.229,0.013,0.013,3.678,1.016,3.815,False,0.0,0.669,0.293,-1.955,1.881,6.6,8.0,298.15,313.15,same,1 O=C([O-])CCC(=O)C(=O)[O-]; 1 C[C@H]([NH3+])C(=O)[O-],1 CC(=O)C(=O)[O-]; 1 [NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].C[C@H]([NH3+])C(=O)[O-]>>CC(=O)C(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],True
rxn27873,GDPKIN-RXN.d,2.7.4.6,nucleoside-diphosphate kinase,(1) ATP[0] + (1) GDP[0] <=> (1) ADP[0] + (1) GTP[0],(1) cpd00002[0] + (1) cpd00031[0] <=> (1) cpd00008[0] + (1) cpd00038[0],kegg:C00002 + kegg:C00035 = kegg:C00008 + kegg:C00044,1,stereo_exact,-0.046,-0.101,0.056,0.056,-0.011,-0.024,0.013,0.013,3.621,0.0,3.621,False,0.0,0.042,-2.51,-0.101,-0.101,7.0,7.0,311.15,311.15,same,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,True
rxn27874,GDPKIN-RXN.m,2.7.4.6,nucleoside-diphosphate kinase,(1) ATP[0] + (1) GDP[0] <=> (1) ADP[0] + (1) GTP[0],(1) cpd00002[0] + (1) cpd00031[0] <=> (1) cpd00008[0] + (1) cpd00038[0],kegg:C00002 + kegg:C00035 = kegg:C00008 + kegg:C00044,1,stereo_exact,-0.046,-0.101,0.056,0.056,-0.011,-0.024,0.013,0.013,3.621,0.0,3.621,False,0.0,0.042,-2.51,-0.101,-0.101,7.0,7.0,311.15,311.15,same,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,True
rxn31211,"alanine aminotransferase, putative",2.6.1.2,alanine aminotransferase;alanine transaminase,(1) 2-Oxoglutarate[0] + (1) L-Alanine[0] <=> (1) Pyruvate[0] + (1) L-Glutamate[0],(1) cpd00024[0] + (1) cpd00035[0] <=> (1) cpd00020[0] + (1) cpd00023[0],kegg:C00041 + kegg:C00026 = kegg:C00022 + kegg:C00025,12,stereo_exact,1.015,0.959,0.056,0.056,0.243,0.229,0.013,0.013,3.678,1.016,3.815,False,0.0,0.669,0.293,-1.955,1.881,6.6,8.0,298.15,313.15,same,1 O=C([O-])CCC(=O)C(=O)[O-]; 1 C[C@H]([NH3+])C(=O)[O-],1 CC(=O)C(=O)[O-]; 1 [NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].C[C@H]([NH3+])C(=O)[O-]>>CC(=O)C(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],True
rxn33024,GDP phosphotransferase,2.7.4.6,nucleoside-diphosphate kinase,(1) ATP[0] + (1) GDP[0] <=> (1) ADP[0] + (1) GTP[0],(1) cpd00002[0] + (1) cpd00031[0] <=> (1) cpd00008[0] + (1) cpd00038[0],kegg:C00002 + kegg:C00035 = kegg:C00008 + kegg:C00044,1,stereo_exact,-0.046,-0.101,0.056,0.056,-0.011,-0.024,0.013,0.013,3.621,0.0,3.621,False,0.0,0.042,-2.51,-0.101,-0.101,7.0,7.0,311.15,311.15,same,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,True
rxn38028,GPT,2.6.1.2,alanine aminotransferase;alanine transaminase,(1) 2-Oxoglutarate[0] + (1) L-Alanine[0] <=> (1) Pyruvate[0] + (1) L-Glutamate[0],(1) cpd00024[0] + (1) cpd00035[0] <=> (1) cpd00020[0] + (1) cpd00023[0],kegg:C00041 + kegg:C00026 = kegg:C00022 + kegg:C00025,12,stereo_exact,1.015,0.959,0.056,0.056,0.243,0.229,0.013,0.013,3.678,1.016,3.815,False,0.0,0.669,0.293,-1.955,1.881,6.6,8.0,298.15,313.15,same,1 O=C([O-])CCC(=O)C(=O)[O-]; 1 C[C@H]([NH3+])C(=O)[O-],1 CC(=O)C(=O)[O-]; 1 [NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].C[C@H]([NH3+])C(=O)[O-]>>CC(=O)C(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],True
rxn38029,GPT,2.6.1.2,alanine aminotransferase;alanine transaminase,(1) 2-Oxoglutarate[0] + (1) L-Alanine[0] <=> (1) Pyruvate[0] + (1) L-Glutamate[0],(1) cpd00024[0] + (1) cpd00035[0] <=> (1) cpd00020[0] + (1) cpd00023[0],kegg:C00041 + kegg:C00026 = kegg:C00022 + kegg:C00025,12,stereo_exact,1.015,0.959,0.056,0.056,0.243,0.229,0.013,0.013,3.678,1.016,3.815,False,0.0,0.669,0.293,-1.955,1.881,6.6,8.0,298.15,313.15,same,1 O=C([O-])CCC(=O)C(=O)[O-]; 1 C[C@H]([NH3+])C(=O)[O-],1 CC(=O)C(=O)[O-]; 1 [NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].C[C@H]([NH3+])C(=O)[O-]>>CC(=O)C(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],True
rxn01410,L-carnitine hydro-lyase [4-(trimethylammonio)but-2-enoate-forming],4.2.1.89,carnitine dehydratase,(1) Carnitine[0] <=> (1) H2O[0] + (1) 4-(Trimethylammonio)but-2-enoate[0],(1) cpd00266[0] <=> (1) cpd00001[0] + (1) cpd02543[0],kegg:C00318 = kegg:C04114 + kegg:C00001,1,stereo_exact,-1.098,-1.046,-0.053,0.053,-0.262,-0.25,-0.013,0.013,5.118,0.0,5.118,False,9.037,-1.088,-1.046,-1.046,-1.046,7.8,7.8,310.15,310.15,reversed,1 C[N+](C)(C)C[C@H](O)CC(=O)[O-],1 O; 1 C[N+](C)(C)C/C=C/C(=O)[O-],C[N+](C)(C)C[C@H](O)CC(=O)[O-]>>O.C[N+](C)(C)C/C=C/C(=O)[O-],True
rxn00784,2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming),4.1.2.4,deoxyribose-phosphate aldolase,(1) deoxyribose-5-phosphate[0] <=> (1) Acetaldehyde[0] + (1) Glyceraldehyde3-phosphate[0],(1) cpd00510[0] <=> (1) cpd00071[0] + (1) cpd00102[0],kegg:C00673 = kegg:C00118 + kegg:C00084,3,stereo_exact,20.713,20.662,0.051,0.051,4.95,4.938,0.012,0.012,4.07,0.62,4.117,False,7.029,20.794,0.628,20.354,21.548,6.3,7.5,295.15,310.15,reversed,1 O=P([O-])([O-])OC[C@H]1OC(O)C[C@@H]1O,1 CC=O; 1 O=C[C@H](O)COP(=O)([O-])[O-],O=P([O-])([O-])OC[C@H]1OC(O)C[C@@H]1O>>CC=O.O=C[C@H](O)COP(=O)([O-])[O-],True
rxn19461,deoxyribose-phosphate aldolase,4.1.2.4,deoxyribose-phosphate aldolase,(1) DEOXY-RIBOSE-5P[0] <=> (1) Acetaldehyde[0] + (1) Glyceraldehyde3-phosphate[0],(1) cpd26846[0] <=> (1) cpd00071[0] + (1) cpd00102[0],kegg:C00673 = kegg:C00118 + kegg:C00084,3,stereo_exact,20.713,20.662,0.051,0.051,4.95,4.938,0.012,0.012,4.07,0.62,4.117,False,7.029,0.042,0.628,20.354,21.548,6.3,7.5,295.15,310.15,reversed,1 O=P([O-])([O-])OC[C@H]1OC(O)C[C@@H]1O,1 CC=O; 1 O=C[C@H](O)COP(=O)([O-])[O-],O=P([O-])([O-])OC[C@H]1OC(O)C[C@@H]1O>>CC=O.O=C[C@H](O)COP(=O)([O-])[O-],True
rxn32827,Deoxyribose-phosphate aldolase,4.1.2.4,deoxyribose-phosphate aldolase,(1) DEOXY-RIBOSE-5P[0] <=> (1) Acetaldehyde[0] + (1) Glyceraldehyde3-phosphate[0],(1) cpd26846[0] <=> (1) cpd00071[0] + (1) cpd00102[0],kegg:C00673 = kegg:C00118 + kegg:C00084,3,stereo_exact,20.713,20.662,0.051,0.051,4.95,4.938,0.012,0.012,4.07,0.62,4.117,False,7.029,-12.929,0.628,20.354,21.548,6.3,7.5,295.15,310.15,reversed,1 O=P([O-])([O-])OC[C@H]1OC(O)C[C@@H]1O,1 CC=O; 1 O=C[C@H](O)COP(=O)([O-])[O-],O=P([O-])([O-])OC[C@H]1OC(O)C[C@@H]1O>>CC=O.O=C[C@H](O)COP(=O)([O-])[O-],True
rxn32853,Deoxyribose-phosphate aldolase,4.1.2.4,deoxyribose-phosphate aldolase,(1) DEOXY-RIBOSE-5P[0] <=> (1) Acetaldehyde[0] + (1) Glyceraldehyde3-phosphate[0],(1) cpd26846[0] <=> (1) cpd00071[0] + (1) cpd00102[0],kegg:C00673 = kegg:C00118 + kegg:C00084,3,stereo_exact,20.713,20.662,0.051,0.051,4.95,4.938,0.012,0.012,4.07,0.62,4.117,False,7.029,-85.521,0.628,20.354,21.548,6.3,7.5,295.15,310.15,reversed,1 O=P([O-])([O-])OC[C@H]1OC(O)C[C@@H]1O,1 CC=O; 1 O=C[C@H](O)COP(=O)([O-])[O-],O=P([O-])([O-])OC[C@H]1OC(O)C[C@@H]1O>>CC=O.O=C[C@H](O)COP(=O)([O-])[O-],True
rxn01985,Deoxyinosine:orthophosphate ribosyltransferase,2.4.2.1,purine-nucleoside phosphorylase,(1) Phosphate[0] + (1) Deoxyinosine[0] <= (1) HYXN[0] + (1) deoxyribose-1-phosphate[0],(1) cpd00009[0] + (1) cpd03279[0] <= (1) cpd00226[0] + (1) cpd00509[0],kegg:C05512 + kegg:C00009 = kegg:C00262 + kegg:C00672,3,stereo_exact,9.742,9.792,-0.05,0.05,2.328,2.34,-0.012,0.012,4.181,0.433,4.203,False,-33.263,9.832,9.707,9.042,9.792,7.0,7.4,297.15,310.15,reversed,1 O=P([O-])([O-])O; 1 O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,1 O=c1[nH]cnc2[nH]cnc12; 1 O=P([O-])([O-])O[C@@H]1C[C@H](O)[C@@H](CO)O1,O=P([O-])([O-])O.O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1>>O=c1[nH]cnc2[nH]cnc12.O=P([O-])([O-])O[C@@H]1C[C@H](O)[C@@H](CO)O1,True
rxn02263,L-fucose aldose-ketose-isomerase,5.3.1.3,arabinose isomerase,(1) L-Fucose[0] <=> (1) L-Fuculose[0],(1) cpd00751[0] <=> (1) cpd01186[0],kegg:C01019 = kegg:C01721,1,stereo_exact,5.417,5.468,-0.05,0.05,1.295,1.307,-0.012,0.012,5.115,0.0,5.115,False,3.598,5.356,5.481,5.468,5.468,8.0,8.0,310.15,310.15,reversed,1 C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O,1 C[C@H](O)[C@@H](O)[C@@H](O)C(=O)CO,C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O>>C[C@H](O)[C@@H](O)[C@@H](O)C(=O)CO,True
rxn19738,L-fucose isomerase,5.3.1.3,arabinose isomerase,(1) L-Fucose[0] <=> (1) L-Fuculose[0],(1) cpd00751[0] <=> (1) cpd01186[0],kegg:C01019 = kegg:C01721,1,stereo_exact,5.417,5.468,-0.05,0.05,1.295,1.307,-0.012,0.012,5.115,0.0,5.115,False,3.598,5.356,5.481,5.468,5.468,8.0,8.0,310.15,310.15,reversed,1 C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O,1 C[C@H](O)[C@@H](O)[C@@H](O)C(=O)CO,C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O>>C[C@H](O)[C@@H](O)[C@@H](O)C(=O)CO,True
rxn01258,chorismate hydroxymutase,5.4.99.6,isochorismate synthase,(1) Chorismate[0] <=> (1) Isochorismate[0],(1) cpd00216[0] <=> (1) cpd00658[0],kegg:C00251 = kegg:C00885,3,stereo_exact,0.984,1.03,-0.046,0.046,0.235,0.246,-0.011,0.011,4.181,0.527,4.214,False,0.0,1.004,0.962,0.432,1.482,7.34,8.0,298.15,298.15,reversed,1 C=C(O[C@@H]1C=C(C(=O)[O-])C=C[C@H]1O)C(=O)[O-],1 C=C(O[C@H]1C=CC=C(C(=O)[O-])[C@@H]1O)C(=O)[O-],C=C(O[C@@H]1C=C(C(=O)[O-])C=C[C@H]1O)C(=O)[O-]>>C=C(O[C@H]1C=CC=C(C(=O)[O-])[C@@H]1O)C(=O)[O-],True
rxn19940,MenF,5.4.99.6,isochorismate synthase,(1) Chorismate[0] <=> (1) Isochorismate[0],(1) cpd00216[0] <=> (1) cpd00658[0],kegg:C00251 = kegg:C00885,3,stereo_exact,0.984,1.03,-0.046,0.046,0.235,0.246,-0.011,0.011,4.181,0.527,4.214,False,0.0,1.004,0.962,0.432,1.482,7.34,8.0,298.15,298.15,reversed,1 C=C(O[C@@H]1C=C(C(=O)[O-])C=C[C@H]1O)C(=O)[O-],1 C=C(O[C@H]1C=CC=C(C(=O)[O-])[C@@H]1O)C(=O)[O-],C=C(O[C@@H]1C=C(C(=O)[O-])C=C[C@H]1O)C(=O)[O-]>>C=C(O[C@H]1C=CC=C(C(=O)[O-])[C@@H]1O)C(=O)[O-],True
rxn49067,16477,1.1.1.141,15-hydroxyprostaglandin dehydrogenase (NAD+),"(1) NAD[0] + (1) Alprostadil[0] <=> (1) NADH[0] + (1) H+[0] + (1) (13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate[0]",(1) cpd00003[0] + (1) cpd02889[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd02836[0],kegg:C04741 + kegg:C00003 = kegg:C04654 + kegg:C00004,3,stereo_exact,1.112,1.068,0.044,0.044,0.266,0.255,0.011,0.011,4.181,5.708,7.075,False,9.247,,,-4.64,6.776,6.0,8.0,298.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-],1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 CCCCCC(=O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CCCCCC(=O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-],True
rxn00643,"GDP-mannose 3,5-epimerase",5.1.3.18,"GDP-D-mannose 3,5-epimerase",(1) GDP-mannose[0] <=> (1) GDP-L-galactose[0],(1) cpd00083[0] <=> (1) cpd01536[0],kegg:C00096 = kegg:C02280,1,stereo_exact,1.728,1.686,0.042,0.042,0.413,0.403,0.01,0.01,5.119,0.0,5.119,False,0.0,1.757,1.674,1.686,1.686,8.0,8.0,310.15,310.15,same,1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,True
rxn02202,"(2R,3S)-2,3-dimethylmalate hydro-lyase (dimethylmaleate-forming)",4.2.1.85,dimethylmaleate hydratase,"(1) 2,3-Dimethylmalate[0] <=> (1) H2O[0] + (1) Dimethylmaleic acid[0]",(1) cpd01705[0] <=> (1) cpd00001[0] + (1) cpd00684[0],kegg:C03652 = kegg:C00922 + kegg:C00001,2,stereo_exact,4.038,4.08,-0.042,0.042,0.965,0.975,-0.01,0.01,4.434,2.711,5.197,False,3.807,-4.017,4.1,2.162,5.997,7.0,7.0,298.15,308.15,reversed,1 C[C@H](C(=O)[O-])C(C)(O)C(=O)[O-],1 O; 1 C/C(C(=O)[O-])=C(\C)C(=O)[O-],C[C@H](C(=O)[O-])C(C)(O)C(=O)[O-]>>O.C/C(C(=O)[O-])=C(\C)C(=O)[O-],True
rxn31751,"GDP-mannose 3,5-epimerase",5.1.3.18,"GDP-D-mannose 3,5-epimerase",(1) GDP-mannose[0] <=> (1) GDP-L-galactose[0],(1) cpd00083[0] <=> (1) cpd01536[0],kegg:C00096 = kegg:C02280,1,stereo_exact,1.728,1.686,0.042,0.042,0.413,0.403,0.01,0.01,5.119,0.0,5.119,False,0.0,1.757,1.674,1.686,1.686,8.0,8.0,310.15,310.15,same,1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,True
rxn31753,"GDP-mannose 3,5-epimerase",5.1.3.18,"GDP-D-mannose 3,5-epimerase",(1) GDP-mannose[0] <=> (1) GDP-L-galactose[0],(1) cpd00083[0] <=> (1) cpd01536[0],kegg:C00096 = kegg:C02280,1,stereo_exact,1.728,1.686,0.042,0.042,0.413,0.403,0.01,0.01,5.119,0.0,5.119,False,0.0,1.757,1.674,1.686,1.686,8.0,8.0,310.15,310.15,same,1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,True
